Feature,Sample1,Sample2,Sample3,Sample5,Sample6,Sample7,Sample8,Sample9,Sample11,Sample12,Sample13,Sample14,Sample15,Sample17,Sample18,Sample19,Sample20,Sample21,Sample23,Sample24,Sample25,Sample26,Sample27,Sample29,Sample30,Sample49,Sample50,Sample51,Sample52,Sample54
Feature1794,2048.0913,0,0,1409.5771,0,0,1979.3989,2184.0059,1876.281,0,1801.2479,2041.171,1965.4473,1173.8673,0,1480.3237,0,1711.6592,1361.7468,0,2003.2126,1438.4453,2278.0518,1665.9766,1728.9097,0,0,0,0,0
Feature1795,11082.2295,1064.9386,463.59384,7260.6553,1958.4459,0,10367.784,10636.8,8891.597,418.98517,9919.067,12857.863,9131.576,9051.694,855.86005,10579.609,688.35406,13409.243,7277.3965,1869.2515,8698.381,8171.886,11734.074,9425.588,8128.4326,0,0,0,0,0
Feature1796,3483.24,0,6430.38,0,0,6999.086,3053.1667,3306.625,3856.1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1797,2247.2627,0,0,1853.9697,0,0,1992.6544,2303.5852,1816.6588,0,2368.0103,2457.9622,2224.7983,1961.484,0,2064.9087,0,2493.9028,1566.2288,464.7587,1909.3625,1920.0612,2631.1992,1999.401,1753.8743,0,0,0,0,0
Feature1798,4296.7925,1877.6361,0,3519.2424,1030.9099,0,3831.746,4647.455,3734.622,0,4895.41,5573.8076,4595.6777,4111.8364,0,4210.4404,0,5010.7783,2888.3286,1167.9075,4041.3257,4137.4443,5156.6753,4772.2393,3786.505,0,0,0,0,0
Feature1799,654.2341,565.80835,975.44293,1699.9822,569.6854,0,0,0,0,0,586.59753,641.8542,372.021,662.93665,875.7676,809.33026,1178.0045,790.31244,1159.7146,454.59866,0,538.20636,823.68805,0,0,0,0,0,0,0
Feature1800,2384.4016,2088.5088,2662.106,5526.047,1842.6233,563.34143,0,1151.0018,1611.8612,971.811,2501.125,2827.1772,1879.2554,2512.2815,2383.2446,2654.911,3298.9788,3001.1135,3631.7732,1249.4657,1253.2139,1541.281,3217.048,1757.4764,0,0,0,0,0,0
Feature1801,2172.6265,1133.8618,1384.2168,1041.0277,1558.5259,1420.078,1244.2076,1037.322,1266.9478,1245.5708,945.92163,1100.6173,903.0313,1103.0684,1245.3049,1173.4307,1034.2625,1050.7964,1401.8417,939.24316,1086.3075,995.21533,1295.4015,1075.8395,1040.7361,1012.53094,918.8304,1021.1152,1136.8824,1080.256
Feature1802,22031.188,34596.598,20959.922,27475.502,20393.164,12054.525,17073.352,20874.65,13209.73,22723.928,32194.83,25685.016,29161.436,27072.15,28940.928,31434.658,34287.613,32665.223,34624.78,29050.277,26272.932,30791.738,30482.945,28705.645,27025.62,0,0,0,0,0
Feature1804,0,0,1066.5038,0,0,1513.9083,0,737.925,1330.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1805,8116.9604,7026.419,7096.58,7641.5327,2403.69,2532.4336,1704.7642,1863.5188,2336.0464,1368.1454,3346.2014,3194.1016,2478.1384,3139.0469,3467.677,7782.229,6386.7646,6764.8423,7389.562,5272.7944,1754.0626,2508.3154,3078.2073,2823.3232,1905.8864,0,0,0,0,0
Feature1807,22633.113,0,0,20928.984,0,0,12184.18,22787.781,23204.604,0,16182.085,15717.185,22455.469,21743.744,0,0,0,9828.303,0,0,12239.186,0,0,16485.28,10022.428,0,0,0,0,0
Feature1809,7327.32,0,0,0,515.1124,2232.6328,6664.7085,842.293,853.7481,0,0,2114.2346,0,0,537.39044,1747.5985,0,0,670.8064,0,0,0,0,0,850.23816,0,0,0,0,0
Feature1810,5270.1504,0,0,0,536.1845,1989.0182,4182.071,490.3918,699.3376,0,0,1650.4183,0,0,588.60187,1303.4586,0,0,597.66376,0,0,0,0,0,590.17303,0,0,0,0,0
Feature1812,0,1897.7084,2205.4766,410.95264,572.8251,1288.7123,0,0,0,591.2223,0,0,0,0,1689.5803,526.91724,2673.4048,434.65353,527.83545,1382.7075,0,0,0,0,0,0,0,0,0,0
Feature1814,3481.7717,2848.307,2788.708,2675.93,0,2114.802,1001.724,1027.5435,1956.7905,574.79065,876.24286,981.56445,460.17267,909.3466,884.7722,0,0,0,0,0,485.55963,905.4668,1273.1228,1258.0573,0,0,0,0,0,0
Feature1815,0,817.28485,852.6273,1208.9237,738.29083,0,803.65155,836.1574,673.6669,670.6031,860.94995,860.3915,719.9341,1557.8673,1150.6058,1757.4095,1209.289,1589.8276,2028.0509,1637.481,1428.3517,923.4789,1490.2177,1231.3108,2417.0112,613.56323,0,0,481.9144,0
Feature1816,1125.6589,0,0,859.0895,0,0,902.0318,1037.5153,819.78467,0,1031.9257,1034.0928,920.84644,1012.8275,0,1018.19037,0,1143.9023,798.2951,0,865.6373,956.19794,1307.0057,884.39923,775.719,0,0,0,0,0
Feature1817,1220.9053,638.5469,738.8593,862.40326,1466.9929,1041.0225,1539.8951,555.861,733.59326,0,0,1416.5178,0,1062.9176,625.5111,1454.4847,1144.2158,1514.1597,604.02765,374.84515,0,0,640.3774,495.52264,0,0,651.822,0,0,745.63446
Feature1818,4111.628,545.0676,0,1467.0151,0,8381.265,0,6119.4673,6964.192,1314.2123,376.47342,554.3087,0,0,929.2531,0,0,0,0,0,2123.9426,0,0,0,0,0,0,0,0,0
Feature1822,3536.7957,0,11229.757,1539.8285,3614.741,14805.097,5773.3247,7357.1455,12579.698,1126.3048,0,861.6786,0,813.198,0,0,0,0,0,0,3322.2234,757.4866,0,0,0,0,0,0,0,0
Feature1823,3634.0044,0,10631.449,1664.7089,2386.272,13140.052,4988.3613,7023.8784,12125.355,1091.2278,0,0,0,0,0,0,0,0,0,0,3876.1685,954.109,0,0,0,0,0,0,0,0
Feature1827,4667.459,4664.0044,4359.71,4614.0693,1446.7073,1457.6904,920.8461,1199.8392,1397.1661,974.5987,2278.4548,1943.853,1661.5789,1807.595,2122.5334,4669.3735,4019.9905,4331.365,5030.5957,3583.3442,1254.2628,1613.7079,1965.6445,1824.963,1249.8387,0,0,0,0,0
Feature1828,8246.5625,0,0,0,0,4503.7397,7559.2554,0,0,0,0,2470.2686,0,0,1597.8533,3017.6917,0,0,2201.5354,0,0,0,0,0,1616.3022,0,0,0,0,0
Feature1829,1177.7842,1305.7917,955.94165,1800.4307,1083.0558,865.0948,1366.0157,1055.9327,1220.8104,1154.3296,1967.106,1146.9467,1642.9585,1764.3856,2594.076,1729.451,1442.4144,1721.9152,2165.0356,1640.0289,2733.2856,2839.092,1649.4523,1986.447,1926.9344,2051.4712,1630.7966,819.37256,1593.1005,1567.1318
Feature1830,9257.546,1021.64026,404.08728,6974.042,1749.3888,0,9127.721,9047.889,7732.364,426.06012,9082.627,10252.464,8447.895,8014.24,741.2853,7969.4604,647.60254,9288.6875,6198.01,1815.2103,7706.224,8204.081,10596.776,8259.296,7464.762,0,0,0,0,0
Feature1831,2776.2507,2548.2566,1822.8088,2036.6177,502.48163,0,0,0,0,0,445.26578,583.51447,0,599.72516,419.94836,0,0,0,0,0,0,0,1356.7709,932.971,689.5207,0,0,0,0,0
Feature1832,16494.146,13463.038,16583.857,13332.311,4495.8984,7020.9023,4577.208,5196.615,7375.661,2166.5122,3609.008,4293.105,3062.3481,5119.5815,4437.168,4690.131,4184.5796,4673.4673,4376.0176,3408.18,4694.4414,5237.62,5040.2437,6257.608,3133.444,0,0,0,0,0
Feature1833,1635.1326,569.5001,4135.51,1841.915,959.59436,2396.2004,792.3318,1051.3654,6355.855,736.6188,582.6974,0,484.88263,919.713,791.0335,0,582.93414,0,520.86365,0,0,504.79526,403.4667,439.15854,0,0,0,0,0,0
Feature1834,1588.3945,2526.0662,2155.02,1766.402,0,0,0,0,0,0,3976.033,3013.9644,4942.0435,3408.389,4330.017,4398.5205,4214.9272,5953.7515,3376.103,4699.912,0,3949.1094,6041.3315,4928.6685,2345.4517,0,0,0,0,0
Feature1835,9479.451,6745.015,5499.843,7014.843,0,2127.5432,3956.0571,3346.9998,1844.1486,0,2113.2976,0,0,1242.219,1450.2762,1044.2354,3928.8398,0,1465.8805,0,0,0,0,0,0,0,0,0,0,0
Feature1837,2025.7157,691.15564,447.13998,1610.1162,1830.944,738.00665,2603.7148,2468.4937,2724.4133,746.30365,2191.039,3838.1177,2761.9324,1190.7953,856.2638,0,0,0,0,0,0,0,0,0,676.11365,0,0,0,0,0
Feature1840,27782.203,2577.081,49521.74,10220.249,5664.998,123542.6,108445.81,68604.63,57714.38,2825.0452,1555.1483,5897.433,1653.1381,7964.2183,2683.0518,2810.2327,811.1703,2633.0427,641.1999,0,3464.057,0,1795.6005,2195.8508,1246.8013,0,0,0,0,0
Feature1841,2452.921,1324.5441,3294.1736,1678.2614,1393.4448,2304.495,1865.7753,1400.5916,2856.7747,0,1357.3083,1662.2101,0,2396.3704,1955.2123,0,0,0,0,771.163,2938.6392,1428.1155,0,864.76715,0,0,0,0,0,0
Feature1842,4329.7197,0,0,0,384.13364,1570.8324,3815.7478,422.56165,456.22687,0,0,1259.547,0,0,0,1138.071,0,0,461.8687,0,0,0,0,0,532.3964,0,0,0,0,0
Feature1845,1646.7908,2287.7427,1638.3685,1928.1586,1396.7019,1812.4417,1758.9142,1878.9236,1601.1173,1627.0394,1800.9785,1738.0933,1505.2507,1723.4492,2282.781,1789.2529,1642.3992,1903.5911,2010.7296,1890.8447,1787.0393,1816.0957,2243.213,2037.9429,2043.9352,0,0,0,0,937.1402
Feature1846,2701.022,3754.8267,2528.2585,2944.5505,2249.5386,2862.885,2938.0532,3183.8955,2076.966,2656.0354,3144.053,2983.6338,2637.6309,2896.7192,3802.3665,3101.22,2718.281,3142.2468,3471.9453,3089.0193,3236.5093,3013.8435,3815.7607,3309.1511,3670.6938,1133.1982,1162.4863,1207.2767,1251.9501,1497.0259
Feature1847,0,905.55817,735.7387,796.9608,596.8362,0,0,794.8395,663.502,707.56683,839.95416,764.11584,631.14984,701.9434,944.4521,733.60815,633.28265,734.56683,916.4905,806.0156,869.8924,776.4088,1074.3363,831.168,883.0676,0,0,0,0,0
Feature1848,944.0013,454.9013,810.74097,1040.5325,0,865.5042,0,764.3915,905.6226,0,809.7328,816.884,0,1852.885,1269.4756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1849,1468.4446,0,0,0,0,3031.2112,0,1578.2582,2552.1128,0,0,0,0,0,0,0,0,0,0,0,1482.4502,0,0,0,0,0,0,0,0,0
Feature1851,2964.1313,2829.5713,2691.801,2357.9167,2338.8303,2120.7578,2122.8054,1890.7053,2372.701,2262.7266,2458.355,2234.6445,1916.936,2863.2983,2523.0994,2348.615,2347.716,2749.5667,2170.8032,2121.9148,2166.02,1822.442,2885.048,2406.5767,1797.4335,743.03937,1203.9893,0,714.2672,1206
Feature1852,1998.6464,2049.3372,1695.8387,1572.0748,1461.9545,1494.1113,1212.7545,1356.2865,1521.2563,1522.4766,1532.2137,1296.5587,1164.282,1866.295,1252.6191,1448.5035,1547.9103,1711.8086,1324.5934,1217.6575,1349.8435,964.8653,1872.6367,1491.345,989.91986,0,732.0242,0,0,0
Feature1853,1504.5504,1485.8059,1837.603,1638.8073,1532.7533,1227.769,1809.091,1112.5632,1385.4099,1635.295,1941.3685,1732.849,2720.9875,1547.6683,1644.7365,1163.164,1559.761,1603.4928,2306.4539,1118.0304,1621.3481,1617.5707,1366.3765,1624.3309,1287.2789,1020.90814,1138.993,1342.4178,1272.7622,2132.959
Feature1854,1542.8953,1554.7524,1312.4572,1780.3926,1036.1494,762.80835,1034.3387,1018.7908,1172.0533,1469.3035,1975.7501,1350.5206,1863.36,2227.054,2063.352,1302.7836,1354.9877,1658.9015,1413.4106,1419.3932,2277.6782,2225.668,1799.0841,1728.0109,1505.3684,1068.6254,1357.4205,0,1083.2798,1389.1493
Feature1855,2116.6726,2014.4059,2459.6438,939.01654,3040.1316,4253.406,2682.223,1518.875,2223.5596,1188.9264,883.08777,1597.6409,0,1185.4874,975.4786,1807.81,1737.8485,1636.3055,1142.0907,1045.3885,0,0,1440.8447,1082.54,0,0,0,0,0,0
Feature1856,1719.2599,1623.8075,2005.9498,677.1199,2646.9382,3276.8542,2557.0107,1328.6492,2065.535,1165.5316,811.3951,1373.6711,0,1027.485,881.82495,1681.5363,1619.4989,1493.8402,1203.9434,885.45215,0,0,1362.987,1069.1252,620.6682,0,0,0,0,0
Feature1858,2179.7168,2410.9802,2126.1572,1810.6608,1695.4893,1794.3696,1667.2006,1554.3177,1957.8861,1833.2716,2083.9128,1751.693,1392.3291,2112.5942,1610.5687,1868.1053,1966.04,2212.5361,1845.3644,1605.6221,1561.7573,1138.9437,2261.907,1781.1514,1289.9435,0,772.0861,0,0,779.0466
Feature1859,2483.7014,2916.4666,0,543.7426,1071.9016,0,774.3465,0,0,400.02594,0,0,459.5577,0,0,0,0,608.4068,1254.9825,0,0,0,0,0,0,0,0,0,0,0
Feature1860,0,0,1808.3422,0,0,2417.1223,994.09894,1038.2524,2138.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1861,1175.2921,1683.0496,0,1533.9768,0,0,0,0,0,0,1104.2769,429.0271,647.7502,0,0,1224.5018,3089.4158,1032.1864,908.4015,0,0,0,615.103,891.39667,0,0,0,0,0,0
Feature1862,3260.45,1598.5944,7135.4136,2541.7063,1519.3268,4806.2876,4300.043,652.8387,1874.0673,0,0,1500.9106,0,4088.8252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1863,4395.369,4470.0054,0,3620.6816,0,1441.9287,0,1395.5938,2005.8651,770.5639,1830.3232,1939.3774,1582.7445,0,2304.0618,1546.1975,1969.6769,1873.7533,2149.8394,0,1278.4791,0,1881.5087,0,0,0,0,0,0,0
Feature1867,1135.0424,0,6235.971,2265.2283,0,4639.409,1940.7579,0,13600.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1868,0,0,0,1102.6416,0,0,1561.9634,2016.4185,1887.7272,0,2492.4253,1852.6122,2647.1125,3402.1492,0,1250.4705,0,0,808.1109,0,1608.402,2302.3508,1630.4877,2216.2732,2187.07,0,0,0,0,0
Feature1869,1561.4515,1017.6403,2675.7222,1334.2405,1622.2395,1204.2334,604.5104,1530.5687,1051.3428,694.6895,1248.328,986.4735,711.11816,684.3021,542.6164,0,0,0,0,0,781.88184,568.69086,0,0,0,0,0,0,0,0
Feature1874,7039.674,0,0,0,1028.9834,2629.4927,5903.1313,718.064,662.1295,0,0,2098.2402,0,0,960.2171,2213.3542,0,0,1238.0427,0,0,0,0,0,1201.8542,0,0,0,0,0
Feature1876,11099.226,10470.93,7980.5444,8411.705,2187.757,1497.0167,1010.09924,826.8985,1198.7238,531.34186,1973.8755,2112.2444,1268.9678,2254.1619,1935.0999,907.87317,1191.5883,811.91095,1375.2975,584.5639,1571.112,2157.7163,4567.461,3573.9692,2867.5034,0,0,0,0,0
Feature1877,837.49744,0,2078.5564,0,0,2020.8928,901.33765,0,1827.897,0,0,0,0,0,0,0,0,0,0,0,825.0895,0,0,0,0,0,0,0,0,0
Feature1880,479296.03,0,0,341831.47,0,0,0,0,0,0,433487.7,497330.53,0,0,0,267675.4,0,270906.44,0,0,245175.69,438970.28,0,341479.34,315201.3,0,0,0,0,0
Feature1883,1518.4034,0,4335.5903,0,1307.7106,3832.3389,2406.4392,2460.8953,2760.2983,0,0,0,0,0,0,0,0,0,0,0,1321.4961,0,0,0,0,0,0,0,0,0
Feature1889,4570.3853,4268.354,3785.122,4104.3755,1218.6005,943.2633,606.65643,0,987.8729,0,1174.7584,1095.01,819.2333,1104.5614,1242.187,2817.0684,2448.5789,2552.714,3685.552,1857.4532,973.71906,1344.596,1726.4774,1395.798,997.1835,0,0,0,0,0
Feature1890,3497.1958,3807.667,3063.9126,3713.9443,2582.3394,3389.8875,3607.6042,3178.594,3308.4873,2835.8037,5079.8877,2896.5132,4095.7817,3502.4912,3756.9841,3351.2297,2803.896,3429.094,5293.3984,3134.0823,3230.1772,3991.655,4309.8604,4210.9185,3323.1748,2184.9001,2400.131,2417.0796,2533.4175,3138.7268
Feature1891,3312.6763,1929.7365,2590.3364,2244.2607,0,0,0,0,0,0,1436.1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1892,5138.153,2819.703,13303.262,4802.321,2784.066,9055.298,3802.584,3337.6501,19393.838,2545.219,1821.2012,1586.5833,1039.5629,2182.8694,1531.6296,1054.6484,1829.5646,882.2546,1564.0676,482.9591,545.2861,887.0924,1575.0228,1241.3372,861.9388,0,0,0,0,0
Feature1893,7157.896,4240.8994,5817.184,5585.9023,2557.3628,2100.9639,1245.3398,1620.4949,2153.3499,1840.2632,3520.9377,1645.3198,1439.5872,1163.8846,1129.2246,0,0,0,0,0,0,593.21344,983.00336,553.24927,467.62604,0,0,0,0,0
Feature1894,0,0,1818.4736,580.93054,0,1511.4866,856.4977,628.74963,4940.573,425.2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1895,0,0,0,0,0,0,0,0,0,0,0,0,0,1824.1223,1410.0328,773.03485,835.43097,817.3656,0,0,0,633.8927,619.9421,1276.2648,0,0,0,0,0,0
Feature1896,26075.9,23953.008,21525.09,23056.79,7876.8374,5983.5674,4491.7095,4747.041,5827.285,3708.5786,6560.858,6472.0034,4612.2227,6584.733,8611.492,13733.609,12430.262,12734.949,17887.184,9662.008,5423.718,7109.4766,8924.686,6869.225,5532.925,0,0,0,0,0
Feature1897,2233.1472,1943.3778,1836.7,1779.1913,760.02386,0,0,0,594.4776,0,0,630.44293,0,624.0475,929.5059,1425.4131,1306.8396,1370.7076,2291.0957,1101.5448,666.64905,732.8965,1075.8436,785.352,640.4105,0,0,0,0,0
Feature1900,13286.085,0,0,8367.345,0,0,13415.24,18376.83,17156.656,0,15204.92,19448.035,17249.967,5444.1934,0,2991.2322,0,6156.739,0,0,10054.248,3423.5247,6676.6655,2026.8031,5498.2383,0,0,0,0,0
Feature1910,6868.2266,0,0,0,1531.9125,2951.065,4334.367,1295.4106,786.96405,774.3018,0,2589.1562,0,0,1352.0952,2108.807,0,0,1831.1927,0,0,0,0,0,1129.8796,0,0,0,0,0
Feature1912,3122.0996,0,0,2728.45,1785.598,0,2586.2017,4109.439,4438.5103,0,4318.216,3288.4226,4903.861,6163.2197,0,2714.8286,0,3273.7239,1269.0542,0,3124.4563,3952.4443,2601.8638,3823.146,3818.4705,0,0,0,0,0
Feature1913,14364.055,15359.389,11833.44,10224.101,4640.804,4128.718,3500.355,3209.965,3458.1628,2556.266,3649.732,3434.7627,2117.0044,4301.576,5692.9683,6513.6133,5866.6885,5835.7993,10190.758,4843.7524,3369.2073,4043.8289,5719.9067,4181.492,3309.5425,0,0,0,0,0
Feature1914,6744.85,6286.062,5538.1123,5329.6313,1631.8917,1239.9365,973.39667,939.35364,1175.7495,832.2556,1755.7274,1676.7922,1133.02,1529.6208,1877.6378,3946.2004,3373.2646,3515.4978,5682.8716,2620.2961,1369.5532,1948.1747,2660.576,1913.1592,1405.808,0,0,0,0,0
Feature1916,78882.055,77577.73,62773.355,63353.152,20762.287,16507.273,12912.583,12546.329,14405.608,10360.899,17585.52,18901.09,12167.238,16858.545,24039.678,37798.945,33388.867,35398.35,57502.16,24740.459,14215.577,19196.848,25377.965,18307.557,14547.961,0,0,0,0,0
Feature1917,7349.282,6803.8853,6005.434,5471.157,2340.0557,1855.7323,1809.1877,1377.2336,1799.3392,1249.5289,1647.544,2058.254,1191.9056,1787.613,3013.9436,4559.0596,4019.668,4364.983,8232.845,3282.994,2006.7026,2307.2087,3762.9338,2483.1443,1995.6969,0,0,0,0,0
Feature1920,1216.6672,413.8768,3249.9104,757.0806,0,0,1361.7439,2040.3568,0,0,373.77536,1280.0264,388.13077,915.6122,1016.44037,0,0,0,0,0,1083.5612,555.6313,354.27866,0,0,0,0,0,0,0
Feature1921,1977.1073,1856.2189,1473.7985,1397.3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304.6434,0,0,0,0,0,0,0,0,0,0,0
Feature1922,5867.3813,0,0,5033.017,0,0,7002.6084,7261.724,6380.197,0,7889.0615,8211.338,7185.321,3909.9036,0,0,0,0,0,0,6187.6265,0,0,0,4481.7607,0,0,0,0,0
Feature1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960.7673,0,4422.3354,0,0,0,3883.5525,5623.643,2702.2344,0,0,0,0,0,0
Feature1924,2351.377,0,0,0,0,0,2567.358,2830.5046,2889.4182,0,3845.4756,3002.304,3880.5388,4760.5957,0,1892.8339,0,2415.321,0,0,2280.5151,3579.8289,2653.6716,3348.4604,3128.5168,0,0,0,0,0
Feature1926,4383.528,0,0,1996.0383,1194.8505,0,4777.7764,2766.293,3372.854,0,3349.3445,4586.1606,2694.274,3557.301,0,2206.7,0,2507.2378,2039.7158,0,1671.996,2822.114,3828.4558,3288.4055,2167.4143,0,0,0,0,0
Feature1927,3948.2378,3602.8093,4214.012,4022.1924,1546.0842,2223.9277,1291.3749,1773.783,2216.0974,0,3405.2825,2843.274,3096.782,3388.05,3376.8906,1096.2646,1877.4462,1335.7358,1964.3109,1138.3739,1351.5183,2295.9253,2478.7993,1870.0914,1301.0845,0,0,0,0,0
Feature1933,2441.9246,2530.465,1989.809,1906.722,0,0,0,0,0,0,0,0,0,0,0,1209.3466,1087.9994,1139.7098,1872.5426,0,0,0,895.76434,0,0,0,0,0,0,0
Feature1934,668.0322,0,0,0,0,1583.839,589.9775,0,2149.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1936,2003.2738,2480.5576,1811.2742,1900.4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1939,2230.0354,2427.0789,1722.3385,1829.6635,0,0,0,0,0,0,0,0,0,0,615.9687,852.4202,982.25116,826.5366,1550.32,0,0,0,1007.06824,0,0,0,0,0,0,0
Feature1940,367.08856,3136.4158,869.4491,776.0708,0,0,0,0,0,0,0,0,0,0,0,0,416.86453,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1942,1369.5986,1663.2087,1740.411,1540.8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1943,1151.4465,1396.7196,882.1499,779.3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864.12225,0,0,0,0,0,0,0,0,0,0,0
Feature1944,5236.5684,5222.5356,4085.6282,3559.726,592.2561,0,366.82578,0,502.31195,0,943.00287,864.29553,488.3634,917.93646,1064.7639,1546.9393,1756.7042,1464.3767,3473.7131,989.6223,482.77072,1044.374,1998.4443,1097.6626,0,0,0,0,0,0
Feature1945,29808.818,35274.91,22427.137,21492.707,4896.6265,4211.4424,3393.8042,2836.5999,4131.2695,2006.053,6228.005,6685.323,3918.2593,6415.636,7695.222,9677.066,11153.371,10070.788,21268.092,6385.6255,3576.1116,7073.522,12769.454,7224.4062,4218.5503,0,0,0,0,0
Feature1946,2181.7532,0,15230.936,0,2500.6567,7340.9775,1646.3649,11663.081,4244.1943,0,0,0,0,0,0,0,0,0,0,0,1696.1884,0,0,0,0,0,0,0,0,0
Feature1948,5298.623,3225.3787,2967.337,3523.8623,0,0,0,0,0,690.73834,2078.2175,1043.6945,961.8638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1949,2432.3984,2342.1318,1526.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996.6878,0,0,0,0,0,0,0,0,0,0,0
Feature1950,5133.972,6856.064,2587.9854,2838.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378.3694,0,0,0,0,0,0,0
