Feature,Sample1,Sample2,Sample3,Sample5,Sample6,Sample7,Sample8,Sample9,Sample11,Sample12,Sample13,Sample14,Sample15,Sample17,Sample18,Sample19,Sample20,Sample21,Sample23,Sample24,Sample25,Sample26,Sample27,Sample29,Sample30,Sample49,Sample50,Sample51,Sample52,Sample54
Feature958,10006.516,6310.587,11908.272,7484.8525,6455.556,9599.861,5179.7944,5910.2837,9524.2705,3365.6404,7679.026,5754.002,5971.8525,6506.554,6516.014,2119.6875,3782.3306,3413.4656,2188.649,2440.6206,6999.3345,4650.379,5994.667,5161.9116,7985.994,0,0,0,0,0
Feature959,27416.57,26303.025,36789.21,40666.234,29392.225,33463.16,26907.941,30323.693,33582.062,28543.99,32380.498,24154.805,25450.268,41815.22,37345.7,27033.58,31754.752,30744.42,29135.988,27063.9,36634.594,34364.465,26488.262,31018.42,30814.777,25472.86,16380.341,9338.159,13417.795,14957.623
Feature961,4151.7056,2086.66,2984.2136,3342.5,2981.7473,3364.8425,1890.0569,2005.4457,3538.3652,2055.6145,2967.0352,2284.233,2384.942,4068.859,2785.6301,2308.066,2690.0212,3841.2258,1705.3591,2044.1887,2489.8154,2369.5283,2176.91,2851.6917,2279.2656,1503.2079,2706.8625,1223.6971,1327.2467,1727.3267
Feature970,5296.282,3730.933,4624.244,5502.1123,5241.993,5315.325,4296.1,4051.1995,3775.487,2702.4905,2750.9116,5672.9287,3842.0476,6878.541,4599.7695,5687.84,6495.8,6752.9243,3777.567,3503.716,4381.4497,4413.1665,5355.278,4910.4307,5025.4976,2601.259,3140.3813,1154.4137,1790.9734,3003.123
Feature971,1538.7827,1143.0421,4168.0947,3369.0835,1495.2527,1958.9844,1413.9358,1917.5935,22821.506,2127.8455,1036.4631,1056.375,1309.0654,1438.061,1400.7913,0,2446.9004,1069.7196,1697.7512,1091.0607,1486.0992,850.22876,0,810.6321,984.68524,0,0,0,0,0
Feature972,0,1087.7883,2406.913,2088.0225,900.64075,1493.1464,0,1031.2767,3064.4658,922.5453,1714.4808,2065.6296,2718.1584,2098.7087,2360.7488,0,2319.0845,1114.0612,1661.0198,1431.2686,0,0,984.9725,892.56757,1271.9587,0,0,0,0,0
Feature973,13024.219,10285.7,12511.679,13643.91,2917.549,5549.0537,2725.871,3949.9578,4677.025,1930.4597,5543.5815,4164.468,3928.0964,5757.212,4324.7817,2139.542,2170.8381,0,0,1917.6871,2943.566,2161.4705,3836.5984,5346.057,3843.2651,0,0,0,0,0
Feature974,0,0,1408.4646,0,1179.8442,0,0,957.368,1291.3899,0,0,0,0,0,0,0,0,0,0,0,1293.4053,1659.2808,0,0,1862.3374,0,0,0,0,0
Feature976,109267.78,20851.549,185298.86,368959.34,55286.508,158380.36,147636.84,20470.594,546901,85475.61,46967.594,16071.784,27524.158,34886.55,70902.51,7179.557,103572.1,6819.0596,34624.875,6923.087,3433.7415,7498.87,10991.909,15860.149,10298.868,0,0,0,0,0
Feature979,4443.9707,0,0,0,1576.1082,2773.762,2283.8503,1299.6615,839.59784,846.0594,0,1626.3176,0,481.74533,1578.655,2447.5583,0,0,1451.8287,0,0,0,0,0,1296.6031,0,0,0,0,0
Feature992,2526.5837,2446.288,1094.3392,2449.281,0,600.8275,0,684.22705,756.09973,0,1599.2291,1752.5492,1961.8264,1537.8663,1734.2245,0,0,0,0,0,0,0,0,473.36517,0,0,0,0,0,0
Feature994,0,0,3732.385,2597.934,0,0,0,0,14411.459,2081.6501,0,0,0,0,1011.9662,0,1327.0913,0,984.85767,0,0,0,0,0,0,0,0,0,0,0
Feature997,1207.0482,1540.6959,1265.5042,1408.777,759.33966,1180.1112,1414.1941,0,737.45374,0,720.65814,1326.018,0,1290.1676,1105.3497,1524.0393,1227.2456,1170.9344,1872.8489,2694.97,1281.5547,1322.5637,841.92444,1175.8278,1449.4749,0,0,0,0,0
Feature1001,9447.248,5772.9883,9201.907,11394.355,3525.7083,4665.628,1159.8939,3009.1548,5497.0957,1867.2668,4903.4453,2874.0999,3505.4802,8507.124,6107.8354,6235.5347,5381.5796,7998.385,3639.9363,2031.7113,5276.865,6307.768,2803.2708,5857.766,2276.5972,0,0,0,0,0
Feature1010,0,0,0,0,0,27750.52,26399.521,20413.777,0,1001.43195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1011,6913.1016,3034.581,6061.0444,5841.0337,1826.7173,3032.058,2300.597,3056.9214,8306.807,1126.2773,4280.4404,4204.8716,4200.9,4527.5586,3253.9978,1096.716,1747.0146,1983.2738,990.5198,863.9538,1965.9176,3142.4268,2502.825,2461.7449,930.5838,0,0,0,0,0
Feature1012,0,0,1735.3678,0,748.8851,3315.2131,1998.3273,1360.0477,4027.7412,1083.6003,0,0,684.3816,0,775.3986,0,0,0,0,0,746.68567,617.93256,472.27844,0,453.23773,0,0,0,0,0
Feature1014,5641.377,2414.5503,4565.4253,4814.1787,4329.3096,4553.41,2827.9417,3528.3018,5371.0737,3184.375,5050.7544,2900.857,1515.6469,4765.575,4296.1875,6219.212,3743.385,5752.7217,3597.3198,5184.256,6530.4263,2462.4468,3566.3516,6198.9688,4653.6675,1646.722,1135.9424,1391.3228,969.7081,1683.5609
Feature1020,2204.4763,1713.4569,2660.2341,1791.7085,3124.2974,2202.4292,2422.4185,1526.0138,1758.993,999.9841,0,2171.9275,774.879,2499.5774,1498.7876,2406.0874,2994.8386,3215.3047,1410.8445,928.87354,0,0,1671.0518,1516.5024,0,721.8395,2022.8911,0,0,1688.5327
Feature1022,10568.567,2294.996,24961.82,7025.0117,7964.7017,7710.0117,5828.9707,8019.8027,14459.349,989.39594,2224.7036,4433.088,2632.0647,7643.743,2664.5786,3681.3733,3051.0137,2758.3953,2377.9583,0,3844.3274,2428.984,3316.5527,2449.0957,2473.0508,0,0,0,0,0
Feature1023,16714.635,4263.5225,38410.84,10654.557,17375.805,14220.056,6575.678,18479.787,31366.545,2073.3386,5086.255,6599.939,5443.283,8034.4224,3199.039,4545.1006,4224.876,3509.0408,4400.133,786.8175,8946.906,4486.616,6185.587,6717.1055,3227.3489,0,0,0,0,0
Feature1028,5937.087,8219.022,6353.721,7422.8975,1007.2365,2058.4302,859.34247,1736.6041,1523.2117,864.80273,3227.186,3713.1228,2462.6716,6362.007,7630.1484,3277.7388,4353.0146,2788.4355,3158.9868,1108.1274,398.26108,5301.723,2292.7153,2966.0652,395.6479,0,0,0,0,0
Feature1031,7610.194,4128.571,5226.7905,3991.513,9291.818,10283.83,7121.582,5145.9077,5951.3867,3018.4055,480.73505,5052.9604,825.29724,8751.148,5518.3433,8799.171,10463.073,10617.79,4063.3691,3619.9272,0,458.37747,5516.693,5594.576,1609.0841,1567.9811,2442.2869,0,901.9155,2438.9817
Feature1037,963.92944,0,0,0,0,0,0,0,854.3356,0,916.57526,0,1186.0187,0,851.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1039,7774.1455,0,0,0,1005.29346,3095.1416,5981.9023,845.26654,960.461,662.67596,0,2089.5422,0,0,1152.8093,2591.4568,0,0,1117.7101,0,0,0,0,0,1222.6477,0,0,0,0,0
Feature1040,9238.1045,572.7048,25589.877,3577.3093,10011.443,35239.004,14444.172,18108.766,32255.438,3576.766,574.2169,2422.7854,649.6224,2888.7844,1700.0256,1067.9921,1195.5024,0,0,1447.2401,9505.724,2785.9263,0,641.6788,0,0,0,0,0,0
Feature1041,2440.103,0,0,2008.4983,782.5874,0,1983.2118,2461.9404,2160.9197,0,2612.3823,2424.6611,2549.0466,2459.7727,0,2359.57,0,2533.962,1598.9852,652.3294,2469.5986,2613.3489,2614.7312,2411.3118,2503.0461,0,0,0,0,0
Feature1042,5734.24,1828.423,14831.245,3633.2124,14592.448,11563.268,3645.5308,8530.209,11642.132,4424.766,831.4122,1856.4762,1054.6307,3680.552,3866.6006,2056.3289,0,0,0,3082.3723,6587.6626,3099.615,1193.0688,2723.085,920.80554,0,0,0,0,0
Feature1043,4893.6533,1703.935,3572.861,2757.244,2427.3882,3373.7122,5322.3164,3726.6172,4596.8896,0,0,2840.9045,0,4200.3022,0,2903.5732,2337.432,0,2906.2168,2579.401,4178.5884,2382.631,1250.9423,0,4013.4192,898.3254,0,738.7515,908.9298,0
Feature1044,96917.06,33579.66,96004.5,124646.695,25719.088,101725.91,26034.967,41686.527,66258.91,16868.197,107011.305,76517.81,105635.75,86098.29,113255.71,18053.717,29362.973,13438.707,23264.62,16170.516,11571.153,12338.642,16287.238,18957.264,19032.451,0,0,0,0,0
Feature1045,2941.7039,0,3537.754,3300.9124,1207.346,2513.9172,0,0,3160.9714,0,0,2808.7095,0,0,2932.7566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1046,8403.286,4578.574,6592.228,8591.81,1867.345,5674.841,2127.368,2816.0444,4592.4907,1318.4565,2466.2102,2198.583,3215.1282,2302.1519,4544.852,1992.1135,2603.497,1500.6309,1524.6263,1636.634,1830.4478,1431.309,1622.2004,2485.6892,2072.8538,0,0,0,0,0
Feature1047,3608.3257,2190.5703,5857.0337,4521.972,1595.4175,3207.6594,2766.739,1920.2849,8704.033,1452.3153,12803.974,12646.761,9846.212,13697.551,18574.459,1823.4749,3339.1882,2186.8926,2102.4683,2550.8936,1539.7968,979.5309,1300.6187,1574.3939,1450.5349,0,0,0,0,0
Feature1048,721.9862,0,2829.8572,1000.659,0,2340.632,0,1375.1991,8576.457,948.54785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1050,0,0,0,0,0,0,0,0,1515.2726,0,2268.9878,0,1746.6576,2508.6296,3211.3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1052,8378.587,6577.8813,12175.844,7655.601,4532.0117,10119.466,4282.73,5063.8438,15584.158,5788.6655,2785.3875,0,3134.7217,4235.6787,3410.5222,0,1480.225,0,0,3180.7026,5610.2515,3098.6409,0,3472.4304,4598.5674,0,0,0,0,0
Feature1053,2533.14,1955.497,0,5061.17,0,0,0,0,0,0,1320.9773,0,0,1670.0281,2550.3762,0,3327.215,1226.2131,1770.2678,1535.6571,0,2149.1978,1184.0576,0,1571.501,0,0,0,0,0
Feature1054,4166.8467,3382.3357,0,4683.516,0,0,0,1854.8595,0,0,3755.2764,0,4377.192,4328.421,5395.3105,2271.0088,5711.442,3562.7568,4946.976,4068.796,0,2592.1504,0,0,3496.9312,0,0,0,0,0
Feature1055,119013.16,11972.29,6525.1885,90366.73,26531.05,5507.929,107881.805,142617.62,107987.42,7472.3027,123658.016,134764.89,130856.56,119934.3,11665.242,115956.73,11462.98,170378.48,73865.27,24011.988,118818.42,109178.02,131501.78,111765.94,112310.22,0,0,0,0,0
Feature1057,29102.295,0,16631.348,30528.582,42858.742,49633.418,17490.85,45762.547,44483.81,0,55513.215,19825.797,52354.22,40429.23,19093.842,44014.98,0,31101.186,0,19613.977,65742.68,46070.273,0,35679.17,32334.557,0,0,0,0,0
Feature1058,114224.3,2379.787,0,0,29484.016,58212.297,80691.54,22346.895,14537.0625,13197.98,7685.315,33906.562,0,7652.9434,24290.197,52330.848,9880.418,0,25062.643,5101.6196,11400.93,6494.3384,0,0,28590.639,0,0,0,0,0
Feature1059,0,3126.4202,1264.9138,1774.2456,0,0,0,0,0,0,0,0,0,0,0,0,0,2405.1208,0,0,0,0,792.36707,1276.2528,0,0,0,0,0,0
Feature1062,4091.8945,1928.842,2313.749,3254.0337,3036.975,2488.5134,2553.0896,2681.0881,2997.1733,1887.7992,2423.181,2478.7588,3232.163,4440.951,2468.3828,6603.1733,7762.8296,9665.707,4600.645,6816.824,8209.707,6317.241,6767.2515,4059.5881,6739.526,741.0763,1260.49,416.501,945.8885,1065.5669
Feature1066,2806.4302,1600.2438,2108.005,2235.2666,0,0,0,0,1995.4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1067,0,0,5168.361,17899.617,7876.884,3129.3943,4434.989,834.88354,14581.992,1836.7219,0,0,0,464.35266,887.8936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1068,2499.8926,2367.2153,0,1898.2887,0,0,0,0,0,0,0,0,0,0,1172.5365,0,0,0,0,0,0,0,0,802.1496,0,0,0,0,0,0
Feature1069,646.5728,0,2164.0166,6438.8955,2371.5684,2702.8381,3420.8389,0,12960.659,1013.8902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1073,9962.028,0,11270.853,8128.4844,14208.712,11148.972,12720.661,10537.557,10328.315,5992.165,0,7671.059,2577.8606,12371.1455,8740.504,9349.083,11107.375,12008.018,8462.724,6022.512,0,1801.8398,13914.61,10551.726,4809.5747,0,0,0,0,0
Feature1075,10430.261,5604.603,7796.8813,0,12748.623,15195.437,8766.289,7577.0176,8601.48,4078.3003,0,5813.794,0,11345.653,7915.2056,11326.304,15700.089,14460.673,5918.217,4978.8335,0,0,8460.179,7578.6895,0,0,0,0,0,0
Feature1076,41525.938,25670.781,31743.506,0,56159.668,54904.914,40971.8,30131.133,35362.535,18736.943,0,30193.215,0,46826.742,32552.281,50967.56,58138.91,59649.984,24477.023,21274.588,0,0,32633.41,30227.244,0,0,0,0,0,0
Feature1078,6844.427,3934.8203,8839.022,5334.4565,4876.915,0,0,7349.0947,7246.061,4296.8813,0,1941.6494,0,6586.01,5533.659,2998.9617,5537.268,0,6153.652,3965.9739,0,1063.767,10412.977,8709.724,3988.0186,0,0,0,0,0
Feature1081,0,0,6576.8887,0,0,0,0,0,0,3134.3984,0,0,0,0,0,0,0,0,4870.6963,2650.9731,0,0,8390.292,6677.941,3237.0378,0,0,0,0,0
Feature1083,869.38293,593.9027,1332.0494,765.35895,408.29453,1605.4169,1050.9854,1165.2089,1358.763,0,0,0,0,409.3293,556.96,0,595.36957,505.368,0,0,0,467.24298,487.01108,452.34937,0,0,0,0,0,0
Feature1084,7177.932,5353.3027,7263.4214,5511.539,3301.182,4014.4946,2400.581,2830.287,4354.385,1695.2839,2652.9778,2309.4546,2378.593,3488.39,3564.1628,2468.5825,3583.0867,2962.726,2236.0413,1724.2029,3468.0225,3918.5115,3994.806,3444.0361,2146.189,0,0,0,0,0
Feature1085,8098.259,5950.889,6472.672,6948.9976,2895.2197,2154.454,1482.3586,1946.6447,4939.2954,1548.8064,4761.1924,3178.9631,3304.1477,5188.3877,4063.7712,1413.2511,2223.2537,2260.92,1465.887,1117.8381,2894.5015,3938.313,3990.0874,3358.9426,1746.2811,0,0,0,0,0
Feature1088,3317.9033,1530.9977,3049.25,3113.237,1130.8491,1643.2137,0,1247.9469,1977.5498,742.7884,1525.5132,829.65247,1143.9304,1986.1284,1560.1848,1442.1343,1800.0995,1688.2946,1023.7261,636.43317,557.6736,1222.6746,0,1629.818,0,0,0,0,0,0
Feature1089,1487.0504,1320.4946,0,1354.4446,1381.1847,0,0,942.63574,965.4758,758.07874,686.6251,534.0216,670.4095,2304.1155,2964.3875,0,0,0,0,0,0,1102.932,0,809.9021,0,0,0,0,0,0
Feature1090,3101.3118,2145.6248,3290.0671,3089.1238,1355.5062,2518.3694,0,927.1742,1426.1528,887.56085,1438.3635,672.64233,1018.7409,1797.9767,2100.4233,2864.1965,2739.5896,2855.6064,1367.4419,707.05786,1015.0436,1885.8173,1718.9352,2482.801,0,0,0,0,0,0
Feature1091,4827.0996,3080.786,4667.569,4965.82,2532.2917,2713.9807,675.217,2144.926,3074.1267,1499.4948,1965.0544,1138.4519,1383.4758,3656.5923,2808.8987,2620.0635,3293.9243,2389.9631,1571.3219,916.00134,752.94824,2292.4338,1522.1251,3470.0425,0,0,0,0,0,0
Feature1092,3308.8713,2560.4214,6057.081,3358.7478,2118.4792,1186.9658,0,1726.3408,1739.6199,1174.6361,1532.0419,878.6177,1314.5594,3215.7402,4572.3276,0,0,0,0,0,0,1687.0012,0,1405.0931,0,0,0,0,0,0
Feature1093,3159.3582,2230.3032,3919.1887,3987.7998,1253.9731,1642.8789,620.996,1833.9663,2310.251,868.2245,1530.2018,1078.7445,1013.7506,3301.2659,2988.5183,2887.6064,4429.892,2990.5928,3416.423,2624.5105,1232.162,1229.0189,1142.9573,1755.7764,1104.9808,0,0,0,0,0
Feature1104,0,0,5136.656,0,0,0,0,3350.5166,5491.096,0,0,0,0,0,0,0,0,0,0,0,1084.6962,0,0,0,0,0,0,0,0,0
Feature1107,6894.8213,2814.975,8150.238,6465.2456,4283.085,8903.096,8847.92,9434.509,14309.28,10902.677,3002.6406,7588.773,0,7358.3774,12527.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1114,7377.5996,6174.061,9427.393,7751.128,5417.3945,3518.0034,0,3691.425,4608.2744,3619.6814,3763.5032,1988.1531,3631.511,9304.078,12747.452,0,0,0,0,0,0,5232.611,1584.8427,3869.5579,0,0,1293.2377,0,0,0
Feature1116,21583.557,12784.38,19148.344,19919.94,11507.053,15459.674,5419.236,10096.654,14557.896,5204.9097,13788.219,13817.029,13290.235,28861.383,20066.283,25261.234,22370.514,36977.316,13913.522,8765.3,17614.188,24020.998,12031.746,18247.965,7910.1143,0,0,0,0,0
Feature1117,29462.443,18432.543,29322.457,35259.27,11338.71,14376.372,3793.826,9018.716,15879.458,5735.8574,14348.253,9034.114,10349.045,31209.883,20401.635,21417.76,17649.707,27206.742,11475.819,6335.8677,15482.836,20430.125,9042.312,19127.521,7391.63,0,0,0,0,0
Feature1118,5971.752,0,23498.05,3566.4397,17429.16,20861.328,5743.1665,14763.162,17162.424,5772.8765,0,3149.1074,0,4433.8022,2674.7156,0,0,0,0,0,6769.129,1681.9213,0,2287.6904,0,0,0,0,0,0
Feature1119,1679.4869,0,0,0,2428.0127,2293.4163,1779.217,0,0,0,0,0,0,2142.81,0,2245.124,2526.6094,2699.3757,0,0,0,0,1349.3298,0,0,0,0,0,0,0
Feature1120,2312.542,1192.4016,1369.1912,0,3132.2444,3192.3008,2313.1616,1610.7896,1885.5769,907.0939,0,1726.4836,0,2510.282,1514.5175,2830.8901,3367.008,3389.5366,1162.8054,972.064,0,0,1554.881,1280.2006,0,0,0,0,0,0
Feature1130,8138.418,3157.8755,6097.1597,7910.448,1703.8899,950.6761,0,1245.0437,2005.4308,0,1886.1146,1284.7458,1969.236,3238.6907,1221.2352,0,683.8134,0,0,0,1832.1864,2560.2563,1505.9362,2862.0918,3120.1191,0,0,0,0,0
Feature1131,1951.7725,0,5107.5684,550.4251,9384.053,5245.791,2704.0098,3493.8323,3266.3818,0,0,878.65393,0,0,0,0,0,0,0,0,341.6143,0,0,0,0,0,0,0,0,0
Feature1132,2992.2373,431.17938,5551.7896,1896.7736,0,2227.8184,1726.1,3976.4104,3692.2344,0,0,866.8182,0,2030.1156,430.35532,0,0,0,0,0,0,1096.3602,489.36737,0,0,0,0,0,0,0
Feature1133,0,0,5178.4697,1558.7347,8091.4766,0,0,5826.8525,3796.8762,0,0,0,0,1414.1117,0,0,0,0,0,0,2546.305,0,0,0,0,0,0,0,0,0
Feature1134,6087.432,646.30774,13955.707,1877.5203,29165.018,12486.995,4558.8643,22698.52,13762.91,0,0,1956.1436,0,1085.221,0,0,0,0,0,0,1673.0817,0,654.58093,0,0,0,0,0,0,0
Feature1135,33290.402,0,0,0,4280.3813,12059.939,27313.568,4101.852,4325.662,2969.4153,2263.8994,10688.758,1527.3185,2377.9653,5139.2583,11731.28,0,0,5304.5454,0,1960.2587,0,0,0,6406.302,0,0,0,0,0
Feature1136,447.3895,572.33185,525.9326,619.7689,497.5903,0,0,0,0,0,0,389.358,0,445.1156,451.8231,1454.0818,2340.512,2417.2976,1749.6493,2371.217,1233.125,581.7015,723.49603,0,1122.3622,0,0,0,0,0
Feature1137,533.54443,720.8916,554.4237,800.3965,0,0,0,0,0,0,0,389.3875,615.43396,0,0,1450.2218,3063.2195,1328.1831,1968.9039,1629.4196,0,402.58176,864.34235,0,0,0,0,0,0,0
Feature1138,75154.36,50534.15,71508.12,92578.38,37701.426,49558.23,16469.078,29990.102,41805.492,18339.87,46867.746,40340.26,46096.746,100385.58,67498.48,53505.145,46589.26,63106.555,28096.143,14283.353,46228.13,84782.08,27237.58,61497.023,20269.02,984.50397,0,1910.1705,1683.9869,1483.884
Feature1139,12501.393,7365.5674,11182.632,13673.657,3329.8975,5373.0576,0,3422.7593,4223.5005,2624.182,7882.7095,4119.317,6592.987,8925.784,9064.782,8585.342,6736.07,10468.734,4241.321,2109.8958,7919.7573,10751.522,3946.8254,6963.804,2927.5867,0,0,576.9328,0,0
Feature1140,3106.2275,1960.4716,1638.5859,4098.887,0,0,0,0,0,0,1593.893,1270.4204,851.0836,3553.7976,2721.119,0,0,0,0,0,0,2005.9478,0,1296.4746,0,0,0,0,0,0
Feature1146,19374.895,9203.69,0,12550.292,0,34415.637,0,24063.398,29101.549,10373.417,3534.2085,6727.2036,4040.6006,0,10532.227,6223.5107,4524.338,3991.2039,3107.9548,0,12174.426,0,5144.676,0,0,0,0,0,0,0
Feature1147,0,0,51277.67,0,40531.99,0,10348.623,0,0,0,0,0,0,9575.102,0,0,0,0,0,8637.767,0,7270.704,0,9592.581,4040.8386,0,0,0,0,0
Feature1152,7665.988,5844.797,8370.506,5899.7363,7185.5234,5220.279,8810.549,5348.2324,5885.716,3601.0498,0,7955.261,1661.6246,8012.044,3600.1516,6089.5366,10136.748,11331.423,4810.755,3242.2012,0,807.4593,5645.139,4552.147,2022.1493,1761.7517,4188.7036,0,1532.3336,3896.6843
Feature1155,8554.244,6571.7974,10031.733,6993.4404,10081.968,8053.2866,8844.396,5634.181,6789.3154,4137.509,920.43695,8102.919,3048.8286,8505.978,5807.0513,8664.01,10985.901,12250.97,5206.687,2999.3237,0,1526.1372,6241.439,5611.899,2335.814,2844.453,7590.115,0,1625.4188,6588.0557
Feature1158,6660.182,3555.6472,5681.1616,6931.4146,2194.0488,6030.1836,3177.5103,3349.0312,4500.796,1723.1003,6795.1597,6622.6953,6286.9736,5045.461,6936.9106,0,2474.0806,0,2946.6592,0,0,0,2079.7131,1932.4031,1695.9124,0,0,0,0,0
Feature1159,2205.5522,980.88354,2770.4622,2795.5347,0,3387.2585,1004.46686,0,2060.3137,0,2765.6345,2020.5248,3155.3528,2402.9724,3022.9436,1139.8036,1502.3275,0,0,1137.675,0,0,0,0,1142.2482,0,0,0,0,0
Feature1163,3868.6802,2685.3374,3623.4072,3482.612,2427.5588,3918.8772,2684.7544,4552.048,5198.26,2374.2888,2604.6704,3036.5657,2397.5127,3772.9858,3492.608,2327.75,1418.7218,2817.3574,2211.6206,2257.2136,2059.397,2976.231,2718.636,2324.6497,2292.0847,0,0,0,0,0
Feature1166,14561.503,0,0,11871.898,4209.88,1087.6179,13981.991,19855.14,14093.932,1504.8866,18469.55,17998.13,17102.87,14141.199,2010.1389,13771.036,0,17689.688,9133.435,0,15845.116,15016.67,16908.502,14828.17,14365.466,0,0,0,0,0
Feature1173,63265.566,66101.92,45361.83,80499.54,9155.392,11037.922,5780.743,10061.098,13246.756,3885.8928,17890.18,52875.402,23565.133,36558.47,38384.99,3942.285,4366.577,4582.024,3864.5496,1909.1326,0,13868.455,1513.5559,3510.2522,490.57596,0,0,0,0,0
Feature1177,5377.8477,3226.8782,5444.3975,5527.723,0,5393.49,0,2545.18,3434.589,1616.5332,5983.0693,5277.2886,5129.246,4140.8306,6413.759,0,0,0,2324.8384,1407.5104,0,1326.7554,0,0,1455.7148,0,0,0,0,0
Feature1181,4442.49,0,12986.899,28161.744,4754.9346,15203.726,2544.904,0,13222.533,1768.9375,3600.5903,5638.234,4900.9697,2886.917,4668.9272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1182,21100.863,12429.888,17444.754,22177.824,2209.8645,17048.965,8155.06,8003.531,12183.189,2010.0504,22625.283,20153.137,6566.0205,10881.118,12114.85,3664.5806,2677.2725,2232.438,2065.0432,2123.1145,3158.1194,0,0,4690.804,1827.1696,0,0,0,0,0
Feature1183,15516.575,10829.739,0,12503.395,0,1627.4329,0,992.8203,1819.6797,0,4478.5996,3146.8025,3500.9866,0,2196.867,0,0,0,0,0,0,0,1427.6772,0,0,0,0,0,0,0
Feature1185,8208.886,6412.8096,7932.6323,7974.8813,1986.716,2902.224,1473.9968,2216.9565,4167.2827,1469.9529,3520.9517,2512.892,3635.053,4524.14,3591.4324,876.9007,1441.0566,690.3137,1166.2446,682.1306,1418.551,1912.9551,1729.4865,3621.351,1273.5016,0,0,0,0,0
Feature1187,2788.261,0,0,3545.344,0,4470.4277,0,1684.1589,4631.9595,1197.689,1567.3796,758.6053,1417.1487,0,920.04956,0,649.1567,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1188,39950.344,0,709.4394,30422.006,4794.4097,0,33667.355,42673.07,38127.527,0,37428.887,40300.832,37924.434,38251.39,0,35324.875,1219.1176,48737.89,23243.387,3937.3247,36260.445,34006.164,37953.984,34277.5,34294.746,0,0,0,0,0
Feature1190,3944.3657,3164.6892,2837.9138,5176.8174,0,2358.4846,1673.8501,1583.3324,2383.431,0,1036.7588,843.88696,1040.5857,625.1953,0,777.85205,568.74994,0,0,461.74454,683.71643,673.6886,0,0,772.22015,0,0,0,0,0
Feature1191,4568.4194,3073.0222,3061.843,3526.2964,4341.8228,3323.073,2553.1038,2656.005,2811.2417,3005.0867,4523.128,3431.3635,5137.461,3415.0232,3902.0818,4619.686,5151.8843,5553.3843,5243.7607,3907.7148,4701.1743,4272.024,5614.205,3259.3813,4682.4893,3475.666,3609.4294,2956.0159,2966.364,1960.5461
Feature1193,0,0,0,2287.4204,0,0,0,0,0,0,1895.4869,0,2034.3943,1400.1722,1838.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1194,0,0,1003.9265,0,0,3078.391,1899.7882,1954.1295,2759.6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1197,0,712.29614,3264.5276,979.54016,1307.3881,1374.95,685.91614,1049.2576,1304.4648,0,0,0,562.2206,1082.4587,893.46405,0,796.98206,480.4464,592.7335,0,768.79456,561.94495,527.45215,501.7712,604.3187,0,0,0,0,0
Feature1198,8217.606,7487.1963,5696.7866,6298.523,2168.5432,1617.3727,0,1281.6519,1800.7682,0,0,1802.4993,1741.4905,2498.1958,3292.218,1252.4452,787.6656,967.10736,1231.3785,0,1036.5397,1440.1937,2039.2687,2232.4941,2024.1515,0,0,0,0,0
Feature1200,1634.6389,1014.8391,2046.4756,1665.8767,0,1066.0641,0,0,1129.6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1201,18766.23,20017.543,15542.006,24766.365,2076.4424,11020.989,5300.7725,5945.091,8364.25,2829.055,3393.382,2391.4438,2481.8528,1973.7687,1896.9895,3352.0085,2473.926,2163.402,1908.2653,1744.6045,2060.936,1326.5245,1849.3239,4269.348,1922.1334,0,0,0,0,0
Feature1202,781.89557,0,1019.7896,1109.3651,0,0,0,0,908.43134,0,0,0,829.7403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feature1204,5772.381,5771.6367,746.86084,4218.9907,2615.9849,1304.9825,0,0,6555.85,0,956.34564,775.2714,0,1897.5187,4909.4956,1098.0574,1197.6477,0,1399.6533,2000.0338,0,0,1254.1781,2100.7515,962.22284,0,0,0,0,0
Feature1205,9621.947,4963.874,7024.5835,14164.408,2447.2542,7815.903,4165.2686,2729.1028,9938.494,2405.7693,2884.5881,1628.7592,2024.451,1197.4468,2161.5667,882.629,2062.1128,685.4313,1812.0812,0,514.9895,0,801.67224,1130.4506,763.1146,0,0,0,0,0
