formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C12H24N3O5	[M - H]-	C12H23N3O5-		1,000	142,606	140,874	1,733	32	0,600	0,802	3,772	2,388		289,165	444	7,394	694881853942223912	694877395518276345	1616	
1	C9H8O4	[M - H]-	C9H7O4-		1,000	28,331	27,836	0,495	2	0,481	-4,722	6,847	2,054		179,035	444	7,396	694881853753480194	694877359958961502	512	
1	C18H32N6O5	[M - H]-	C18H31N6O5-		1,000	80,665	80,665	0,000	45	0,808	1,931	3,447	-1,220		411,236	444	7,400	694881860095268526	694877441101977934	2748	
1	C7H6O3	[M - H]-	C7H5O3-		0,999	6,795	4,500	2,295	0	0,000			0,090		137,024	444	7,408	694881850859409789	694877346189059700	158	
1	C14H20N4O3	[M - H]-	C14H19N4O3-		1,000	139,326	137,819	1,507	33	0,492	-1,720	7,018	-6,402		291,144	445	7,411	694881854466512104	694877396134839148	1639	
1	C14H16N4O2S	[M - H]-	C14H15N4O2S-		1,000	92,820	92,820	0,000	32	0,574	-3,228	4,967	-4,752		303,091	445	7,412	694881853619262432	694877402216580700	1787	
1	C6H9N4O4P	[M - H]-	C6H8N4O4P-		0,928	40,910	40,910	0,000	13	0,345	-1,331	4,546	5,649		231,030	445	7,414	694881854076441685	694877380297144534	1097	
1	C9H18O6S	[M - H]-	C9H17O6S-		1,000	51,980	51,980	0,000	14	0,489	-0,221	7,610	-2,224		253,075	445	7,416	694881854319711394	694877385183509614	1281	
1	C6H14N3O3	[M - H]-	C6H13N3O3-		1,000	50,805	48,638	2,166	13	0,291	-4,336	10,596	5,883		175,097	445	7,423	694881854407791816	694877358776167649	487	
1	C9H12O2	[M - H]-	C9H11O2-		0,994	12,428	12,428	0,000	1	0,241	-6,896	6,896	0,178		151,076	446	7,432	694881850498699451	694877350836349102	272	
1	C10H20N6O4	[M - H]-	C10H19N6O4-		0,980	100,701	100,248	0,453	24	0,451	-1,816	5,314	7,673		287,150	446	7,432	694881874783722398	694877394960433813	1596	
1	C16H24N2O6S2	[M - H]-	C16H23N2O6S2-		1,000	90,320	90,320	0,000	40	0,825	3,379	6,030	8,082		403,104	446	7,435	694881869993826815	694877438094661755	2708	
1	C12H24N3O4	[M - H]-	C12H23N3O4-		0,893	106,576	103,784	2,792	26	0,468	4,162	6,157	2,179		273,170	446	7,436	694881877698764843	694877391793733783	1494	
1	C14H12O6	[M - H]-	C14H11O6-		0,989	109,428	106,261	3,167	27	0,596	-0,247	4,540	0,139		275,056	446	7,437	694881871151454867	694877392104112329	1504	
1	C8H8N3O3	[M - H]-	C8H7N3O3-		1,000	104,704	104,208	0,497	20	0,513	-2,127	7,477	6,580		193,051	446	7,440	694881866588051650	694877365172482159	669	
1	C7H12O3	[M - H]-	C7H11O3-		1,000	12,355	12,355	0,000	3	0,612	0,914	4,914	4,489		143,072	447	7,446	694881874896968646	694877348021970768	202	
1	C12H12N2O2	[M - H]-	C12H11N2O2-		0,998	72,806	72,806	0,000	16	0,540	-3,788	5,406	3,296		215,083	447	7,451	694881872166476492	694877372885808400	906	
1	C10H8O3S2	[M - H]-	C10H7O3S2-		0,500	15,336	15,336	0,000	4	0,073	4,958	9,053	-4,769		238,983	447	7,456	694881882996171410	694877381467355590	1145	
1	C9H22N3O5S	[M - H]-	C9H21N3O5S-		1,000	170,965	170,965	0,000	43	0,732	3,097	6,248	-7,171		283,119	448	7,462	694881884904580015	694877394067046921	1568	
1	C5H6N6O2	[M - H]-	C5H5N6O2-		1,000	40,202	40,202	0,000	9	0,324	1,001	8,132	13,659		181,050	448	7,462	694881878818644237	694877360659410375	533	
1	C10H18O4	[M - H]-	C10H17O4-		1,000	38,759	36,337	2,423	7	0,113	-2,987	7,843	-2,499		201,113	448	7,468	694881880303428064	694877368733446775	773	
1	C18H34N2O5	[M - H]-	C18H33N2O5-		1,000	116,762	114,889	1,872	37	0,749	3,548	4,591	-0,492		357,239	448	7,471	694881888184526376	694877426572907160	2409	
1	C18H30O9	[M - H]-	C18H29O9-		1,000	105,327	105,327	0,000	35	0,636	-0,684	4,121	-4,409		389,180	448	7,474	694881889769973540	694877434609194611	2604	
1	C8H14O3	[M - H]-	C8H13O3-		0,999	4,500	4,500	0,000	0	0,000			-0,496		157,087	449	7,475	694881893867808987	694877352912529832	322	
1	C6H11ClN4OS	[M - H]-	C6H10ClN4OS-		0,995	62,911	62,911	0,000	17	0,361	-2,308	10,240	-7,389		221,025	449	7,478	694881897479105242	694877374664193591	965	
1	C5H12N6O2	[M - H]-	C5H11N6O2-		0,700	33,631	33,631	0,000	7	0,531	-0,701	8,820	14,553		187,098	449	7,481	694881897114200733	694877363213741896	610	
1	C9H10N3O6P	[M - H]-	C9H9N3O6P-		1,000	51,457	51,457	0,000	16	0,230	2,251	4,882	3,874		286,025	449	7,481	694881907310555301	694877394738135661	1588	
1	C10H20N3O5	[M - H]-	C10H19N3O5-		1,000	108,441	106,976	1,466	35	0,652	-0,062	5,023	3,488		261,134	449	7,484	694881896690575944	694877388060802593	1368	
1	C34H40O8	[M - H]-	C34H39O8-		0,718	67,400	67,400	0,000	25	0,856	3,047	4,872	7,576		575,269	449	7,491	694881918098305614	694877461524046651	3252	
1	C21H28N4O3S	[M - H]-	C21H27N4O3S-		1,000	93,758	93,758	0,000	46	0,878	-0,433	4,096	-4,228		415,179	450	7,504	694881909634199831	694877441601100190	2764	
1	C7H14O3	[M - H]-	C7H13O3-		0,999	4,500	4,500	0,000	0	0,000			-1,088		145,087	450	7,505	694881901627272654	694877348873414575	221	
1	C30H34N4O8	[M - H]-	C30H33N4O8-		0,675	50,671	50,671	0,000	24	0,799	0,777	2,842	2,135		577,232	450	7,506	694881919142687423	694877461817647961	3258	
1	C9H10N3O3	[M - H]-	C9H9N3O3-		1,000	87,175	85,698	1,478	23	0,337	-1,509	4,348	6,714		207,066	451	7,510	694881902864592428	694877370499249049	831	
1	C26H32O11	[M - H]-	C26H31O11-		0,999	39,588	33,278	6,310	16	0,799	-2,184	2,184	-1,455		519,186	451	7,510	694881914629616104	694877457539457377	3159	
1	C28H32N2O6S2	[M - H]-	C28H31N2O6S2-		0,998	100,141	100,141	0,000	43	0,768	0,552	5,574	1,113		555,164	451	7,512	694881935433369768	694877460802626248	3229	
1	C16H18N6O4	[M - H]-	C16H17N6O4-		0,950	149,004	147,317	1,686	42	0,770	2,932	5,079	6,394		357,134	451	7,517	694881912066896227	694877426400940671	2404	
1	C10H8O4	[M - H]-	C10H7O4-		1,000	78,602	78,602	0,000	13	0,247	-0,282	6,011	-3,284		191,034	451	7,523	694881904974327691	694877364555919376	650	
1	C18H28N4O6	[M - H]-	C18H27N4O6-		1,000	84,621	82,020	2,601	42	0,808	1,173	5,544	-5,866		395,191	452	7,525	694881933348796738	694877436056229726	2651	
1	C20H32N4O8	[M - H]-	C20H31N4O8-		0,999	51,754	50,250	1,505	25	0,820	0,064	5,475	-7,002		455,212	452	7,526	694881930521835618	694877450023263544	2946	
1	C3H8BrClN2O5	[M - H]-	C3H7BrClN2O5-		0,773	11,656	11,656	0,000	9	0,142	3,417	4,957	-0,433		264,923	452	7,530	694881930064656322	694877388568313457	1384	
1	C6H2Cl2N2O6	[M - H]-	C6HCl2N2O6-		0,265	-0,130	-0,130	0,000	1	0,024	9,549	9,549	-6,199		266,920	452	7,534	694881934032468339	694877389298122478	1409	
1	C14H20N4O3	[M - H]-	C14H19N4O3-		0,992	49,717	46,977	2,740	25	0,805	1,934	7,709	-4,960		291,145	453	7,544	694881929469065066	694877396164199281	1640	
1	C9H20N3O5	[M - H]-	C9H19N3O5-		1,000	158,245	157,199	1,046	38	0,587	4,683	5,464	3,776		249,134	453	7,546	694881929070606105	694877384550169605	1260	
1	C7H14N3O5S	[M - H]-	C7H13N3O5S-		1,000	104,023	104,023	0,000	32	0,544	1,121	6,032	4,142		251,059	453	7,549	694881922816898241	694877384944434241	1272	
1	C8H16O3	[M - H]-	C8H15O3-		1,000	6,990	6,990	0,000	1	0,075	-7,948	7,948	-2,690		159,102	453	7,550	694881940693027354	694877353692670481	343	
1	C30H55N3O9	[M - H]-	C30H54N3O9-		0,826	107,014	107,014	0,000	44	0,710	1,954	3,878	3,208		600,388	453	7,553	694881999274881205	694877463059162125	3294	
1	C32H59N5O7	[M - H]-	C32H58N5O7-		1,000	49,062	46,807	2,255	33	0,729	0,189	3,438	-2,327		624,433	453	7,553	694881939812223422	694877464183235762	3327	
1	C12H11O2P	[M - H]-	C12H10O2P-		1,000	37,583	34,529	3,054	14	0,486	-3,071	4,876	0,093		217,042	454	7,561	694881942060370606	694877373783389596	934	
1	C8H6O4	[M - H]-	C8H5O4-		0,981	4,500	4,500	0,000	0	0,000			1,805		165,020	454	7,562	694881950222486667	694877355211008744	386	
1	C9H20N3O4S	[M - H]-	C9H19N3O4S-		1,000	112,284	112,284	0,000	42	0,757	-0,024	4,023	-0,059		265,110	454	7,567	694881949098413098	694877388702531205	1388	
1	C17H32N2O5	[M - H]-	C17H31N2O5-		1,000	128,543	128,543	0,000	32	0,629	7,303	7,606	-6,077		343,222	454	7,570	694881954488096227	694877421803982862	2279	
1	C19H28N4O7	[M - H]-	C19H27N4O7-		1,000	103,794	100,298	3,496	37	0,715	-2,307	3,934	-5,040		423,186	455	7,588	694881965091297804	694877442574178883	2797	
1	C6H10N4O2	[M + Cl]-	C6H10ClN4O2-		0,998	38,374	38,374	0,000	10	0,153	4,498	7,245	3,917		205,051	455	7,590	694881960951519490	694877370117567315	817	
1	C29H32N4O9	[M - H]-	C29H31N4O9-		0,873	59,815	59,815	0,000	38	0,859	-6,826	6,826	-5,425		579,207	456	7,593	694881986285118638	694877462094472070	3267	
1	C12H18N3O5	[M - H]-	C12H17N3O5-		0,999	128,818	128,598	0,221	31	0,504	1,538	5,774	4,594		283,119	456	7,593	694881965590420015	694877394033492484	1567	
1	C16H14O6	[M - H]-	C16H13O6-		0,765	77,746	74,160	3,586	15	0,566	-3,311	4,843	1,057		301,072	456	7,594	694881963786869187	694877401541297636	1763	
1	C27H39N5O6	[M - H]-	C27H38N5O6-		1,000	39,609	39,609	0,000	33	0,856	-1,837	4,613	-3,138		528,281	456	7,594	694881968861977280	694877458437038558	3184	
1	C9H17NO3	[M - H]-	C9H16NO3-		1,000	98,120	98,120	0,000	16	0,561	0,014	5,099	-1,560		186,113	456	7,595	694881973932891162	694877362941112096	602	
1	C18H23N3O6S3	[M - H]-	C18H22N3O6S3-		1,000	104,755	104,755	0,000	35	0,658	-1,712	3,733	-0,513		472,067	456	7,595	694881985848910968	694877451646459432	2994	
1	C12H8O5	[M - H]-	C12H7O5-		0,874	10,538	9,197	1,341	1	0,077	-6,753	6,753	1,528		231,030	456	7,607	694881989313406501	694877380322310363	1098	
1	C12H10O6	[M - H]-	C12H9O6-		1,000	66,732	65,120	1,612	15	0,658	-1,228	7,194	0,275		249,041	457	7,609	694881979003805471	694877384428534764	1255	
1	C33H36N4O7	[M - H]-	C33H35N4O7-		0,990	85,738	85,738	0,000	38	0,841	1,881	4,483	5,518		599,254	457	7,613	694882004144468352	694877462983664643	3292	
1	C8H12N2O6S	[M - H]-	C8H11N2O6S-		1,000	68,577	68,577	0,000	21	0,528	1,065	3,740	4,864		263,036	457	7,621	694881978982833932	694877388257934911	1374	
1	C6H14N3O3S	[M - H]-	C6H13N3O3S-		1,000	103,597	103,597	0,000	30	0,455	2,177	7,485	-8,504		207,067	457	7,621	694881981637828962	694877370524414878	832	
1	C14H6O3	[M - H]-	C14H5O3-		0,885	25,357	25,357	0,000	4	0,211	-2,129	3,424	2,725		221,025	457	7,622	694881983835644808	694877374605473325	963	
1	C8H8O2	[M - H]-	C8H7O2-		1,000	15,979	15,979	0,000	2	0,368	11,411	11,411	2,569		135,046	458	7,625	694881979981078730	694877345836738124	150	
1	C9H8O4	[M - H]-	C9H7O4-		0,998	35,715	34,658	1,058	6	0,124	-1,085	5,419	-1,353		179,035	458	7,626	694881980660556029	694877359896046932	510	
1	C15H17ClN2O4	[M - H]-	C15H16ClN2O4-		1,000	124,094	124,094	0,000	30	0,532	-0,202	6,401	1,893		323,081	459	7,643	694881987077842165	694877412278717282	2042	
1	C16H30N6O5S	[M - H]-	C16H29N6O5S-		1,000	83,881	78,427	5,455	42	0,805	4,581	5,424	4,117		417,194	459	7,644	694881987878954395	694877441852758470	2772	
1	C19H30N6O12S2	[M - H]-	C19H29N6O12S2-		0,524	51,109	47,279	3,830	37	0,859	-0,145	4,499	-2,472		597,128	459	7,648	694882061572887279	694877462941721598	3291	
1	C21H38N6O9	[M - H]-	C21H37N6O9-		0,996	59,613	55,145	4,469	33	0,842	0,068	3,073	2,938		517,264	460	7,672	694881998826090603	694877457401045330	3156	
1	C18H34N2O5	[M - H]-	C18H33N2O5-		1,000	86,357	83,708	2,649	27	0,753	-2,466	5,124	-1,556		357,239	461	7,678	694881996221427542	694877426505798286	2407	
1	C10H22N6O4	[M - H]-	C10H21N6O4-		0,772	131,151	131,151	0,000	35	0,660	2,640	5,409	6,997		289,165	461	7,682	694882000369594613	694877395488916212	1615	
1	C18H26N6O6	[M - H]-	C18H25N6O6-		0,879	29,177	26,490	2,687	14	0,804	-1,869	4,163	-2,056		421,183	461	7,682	694881998251470873	694877442205080061	2783	
1	C9H16O2	[M - H]-	C9H15O2-		0,997	18,191	15,046	3,145	3	0,041	-1,000	1,035	0,366		155,108	461	7,683	694881994522734315	694877352501487980	310	
1	C10H16O4	[M - H]-	C10H15O4-		1,000	22,606	18,305	4,301	1	0,895	-2,538	2,538	-1,921		199,097	461	7,684	694881997882372068	694877367290605989	731	
1	C20H26N2O9	[M - H]-	C20H25N2O9-		0,990	24,655	22,516	2,139	16	0,809	-0,791	2,933	-2,114		437,156	461	7,686	694881997576187808	694877444746828610	2848	
1	C17H24N6O7	[M - H]-	C17H23N6O7-		0,997	25,221	25,221	0,000	22	0,825	-0,073	4,506	-5,720		423,161	461	7,686	694882031139014641	694877442490292788	2794	
1	C12H20N2O8S3	[M - H]-	C12H19N2O8S3-		0,644	47,376	47,376	0,000	24	0,736	0,079	4,054	2,477		415,032	461	7,688	694882035765333248	694877441513019791	2761	
1	C12H22O6	[M - H]-	C12H21O6-		1,000	56,467	54,506	1,961	18	0,747	-3,277	6,852	-0,735		261,134	461	7,690	694882029322880563	694877388102745638	1369	
1	C8H16O4	[M - H]-	C8H15O4-		0,993	16,867	16,002	0,865	2	0,220	-7,934	7,934	-1,728		175,097	462	7,693	694882029440321105	694877358805527782	488	
1	C14H24N6O7	[M - H]-	C14H23N6O7-		1,000	100,750	99,823	0,927	41	0,777	3,754	5,109	6,920		387,166	462	7,694	694882041587027590	694877434416256597	2598	
1	C14H20N2O6S	[M - H]-	C14H19N2O6S-		0,927	74,351	74,351	0,000	29	0,496	1,067	4,673	2,125		343,098	462	7,697	694882037040401860	694877421422301153	2270	
1	C18H26N4O6	[M - H]-	C18H25N4O6-		1,000	44,705	41,881	2,823	25	0,765	-1,750	3,435	-4,599		393,176	462	7,697	694882036688080249	694877435234146012	2625	
1	C12H12O6	[M - H]-	C12H11O6-		0,999	49,809	48,698	1,111	15	0,831	1,675	4,450	-0,285		251,056	462	7,699	694882024960804245	694877384826993719	1270	
1	C8H16O3	[M - H]-	C8H15O3-		1,000	5,847	4,500	1,347	0	0,000			-2,878		159,102	462	7,704	694882029658424997	694877353659116044	342	
1	C16H22N4O4	[M - H]-	C16H21N4O4-		1,000	111,586	108,474	3,113	36	0,744	-4,303	6,778	-5,339		333,155	462	7,704	694882038009286181	694877417001504296	2184	
1	C17H26N4O5	[M - H]-	C17H25N4O5-		1,000	144,233	141,018	3,215	40	0,706	-1,517	5,971	-5,514		365,181	462	7,707	694882013682319977	694877428212880284	2461	
1	C9H16N3O4	[M - H]-	C9H15N3O4-		1,000	110,121	110,121	0,000	24	0,510	0,518	4,987	3,428		229,108	463	7,709	694882021026546885	694877377465989138	1060	
1	C11H14O3	[M - H]-	C11H13O3-		1,000	44,653	43,095	1,558	8	0,271	-2,688	9,998	1,461		193,087	463	7,710	694882042748850007	694877365327671432	674	
1	C10H12O3	[M - H]-	C10H11O3-		0,987	93,345	90,188	3,157	13	0,441	2,239	7,170	-3,227		179,071	463	7,716	694882039032696388	694877360235785606	520	
1	C9H16O4	[M - H]-	C9H15O4-		0,998	15,146	15,146	0,000	2	0,110	4,992	4,992	-0,602		187,097	463	7,716	694882037103316445	694877363087912756	606	
1	C15H22O6	[M - H]-	C15H21O6-		0,995	36,927	36,927	0,000	14	0,804	2,400	4,992	-2,161		297,134	463	7,716	694882045580005409	694877400006182147	1718	
1	C11H15O5P	[M - H]-	C11H14O5P-		0,912	51,996	49,764	2,232	15	0,303	3,372	5,407	-9,390		257,056	464	7,728	694882050101465542	694877386223697171	1314	
1	C10H22N3O4	[M - H]-	C10H21N3O4-		1,000	105,588	104,757	0,831	28	0,716	1,514	6,913	4,432		247,155	464	7,729	694882049786892678	694877384202042303	1246	
1	C20H22O10S	[M - H]-	C20H21O10S-		0,989	60,048	58,832	1,217	27	0,640	0,020	4,826	-0,003		453,086	465	7,748	694882068627706839	694877448072912117	2935	
1	C11H10O3	[M - H]-	C11H9O3-		0,981	19,670	19,670	0,000	1	0,319	-7,578	7,578	-0,252		189,056	465	7,750	694882072981394632	694877364119711690	636	
1	C7H6O3	[M - H]-	C7H5O3-		1,000	23,004	20,415	2,589	1	0,472	3,672	3,672	1,185		137,025	465	7,753	694882072083813504	694877346226808441	159	
1	C28H40N4O9	[M - H]-	C28H39N4O9-		0,974	66,781	65,707	1,074	36	0,769	-2,041	3,833	-3,776		575,270	465	7,757	694882096758904468	694877461633098560	3253	
1	C10H18N3O4	[M - H]-	C10H17N3O4-		1,000	53,239	53,239	0,000	16	0,413	-3,882	5,103	2,531		243,123	465	7,758	694882074805916991	694877383098940146	1205	
1	C12H22N3O4	[M - H]-	C12H21N3O4-		1,000	126,429	126,429	0,000	28	0,524	0,194	7,337	2,306		271,154	466	7,759	694882099606837085	694877390925512700	1463	
1	C6H6O	[M - H]-	C6H5O-		0,963	2,553	2,553	0,000	0	0,000	18,559	18,559	24,632		93,037	466	7,759	694882098403071794	694877334960907107	1	
1	C6H10N2O5S	[M - H]-	C6H9N2O5S-		0,850	66,670	66,670	0,000	16	0,465	6,009	7,176	4,588		221,025	466	7,775	694882106418387388	694877374576113192	962	
1	C17H28N6O4S2	[M - H]-	C17H27N6O4S2-		1,000	95,284	95,284	0,000	48	0,857	-0,088	3,977	3,004		443,155	467	7,776	694882121702432184	694877446151920630	2884	
1	C5H8N2O5S2	[M - H]-	C5H7N2O5S2-		1,000	25,833	25,833	0,000	9	0,406	-5,006	11,550	5,160		238,981	467	7,783	694882117218721052	694877381442189761	1144	
1	C18H32O7	[M - H]-	C18H31O7-		0,961	101,884	99,487	2,396	26	0,531	-1,959	5,573	-2,386		359,207	467	7,783	694882117948530024	694877426946200266	2419	
1	C15H20O5	[M - H]-	C15H19O5-		0,997	154,036	154,036	0,000	27	0,619	0,365	7,075	-1,997		279,123	467	7,791	694882115561970830	694877393072996708	1535	
1	C11H20O5	[M - H]-	C11H19O5-		1,000	184,645	183,175	1,470	28	0,572	1,403	8,098	-1,632		231,123	468	7,796	694882118741253517	694877380397807850	1101	
1	C17H30O10	[M - H]-	C17H29O10-		0,999	45,924	41,626	4,298	18	0,777	7,854	8,412	-1,095		393,176	468	7,801	694882115813629127	694877435267700449	2626	
1	C11H22N3O4	[M - H]-	C11H21N3O4-		1,000	85,843	85,843	0,000	25	0,380	4,790	9,100	1,294		259,154	468	7,807	694882137368158254	694877387465211340	1351	
1	C19H31N5O2	[M - H]-	C19H30N5O2-		0,884	119,264	116,001	3,263	33	0,581	4,285	5,379	-2,384		360,240	469	7,808	694882140824265431	694877427017503444	2421	
1	C16H22N4O4	[M - H]-	C16H21N4O4-		1,000	185,552	182,289	3,264	42	0,614	0,765	6,213	-5,279		333,155	469	7,810	694882147002476204	694877417035058733	2185	
1	C8H14O3	[M - H]-	C8H13O3-		1,000	33,907	32,331	1,576	6	0,077	4,578	4,578	-0,114		157,087	469	7,811	694882140434195097	694877353067719100	326	
1	C16H24N4O3	[M - H]-	C16H23N4O3-		1,000	56,239	52,008	4,231	20	0,314	-1,288	5,718	-5,841		319,176	469	7,813	694882141365330737	694877411418884812	2012	
1	C10H12N3O4	[M - H]-	C10H11N3O4-		0,999	105,955	105,955	0,000	30	0,561	2,248	7,025	4,537		237,077	469	7,813	694882142921417754	694877381345720749	1140	
1	C9H16O3	[M - H]-	C9H15O3-		0,999	8,360	8,360	0,000	1	0,255	10,312	10,312	-2,559		171,102	469	7,818	694882144636888368	694877356850981853	435	
1	C18H28N4O5	[M - H]-	C18H27N4O5-		1,000	88,897	84,829	4,068	36	0,704	-0,949	5,202	-6,128		379,196	469	7,820	694882152031448745	694877433023747449	2554	
1	C9H16N3O3	[M - H]-	C9H15N3O3-		1,000	75,744	75,744	0,000	12	0,461	-3,427	6,628	3,660		213,113	469	7,820	694882144238429422	694877371967255699	881	
1	C6H14N3O3	[M - H]-	C6H13N3O3-		0,705	24,753	23,607	1,146	6	0,314	-1,095	3,100	5,883		175,097	469	7,822	694882138169270597	694877358746807516	486	
1	C9H7NO2	[M - H]-	C9H6NO2-		1,000	15,319	15,319	0,000	1	0,728	6,809	6,809	-1,450		160,040	470	7,839	694882139079434756	694877353982077497	351	
1	C20H24N6O7S3	[M - H]-	C20H23N6O7S3-		1,000	62,797	57,496	5,301	37	0,837	-1,489	4,039	4,371		555,082	470	7,841	694882181668406500	694877460769071811	3228	
1	C13H20N3O5	[M - H]-	C13H19N3O5-		1,000	128,655	124,128	4,527	32	0,358	-0,124	6,425	4,344		297,134	472	7,859	694882153952440300	694877400098456845	1720	
1	C10H8O3	[M - H]-	C10H7O3-		0,850	12,141	11,331	0,809	1	0,178	-3,257	3,257	-0,844		175,040	472	7,860	694882157018477280	694877358516120761	479	
1	C17H26O8	[M - H]-	C17H25O8-		0,941	65,004	64,257	0,747	26	0,823	-2,372	4,613	-1,880		357,155	472	7,860	694882160436835791	694877426434495108	2405	
1	C16H19ClN4O2	[M - H]-	C16H18ClN4O2-		0,862	94,404	92,430	1,974	29	0,466	-1,229	3,770	-5,275		333,111	472	7,862	694882161057593045	694877416976338467	2183	
1	C15H18N3O6	[M - H]-	C15H17N3O6-		0,496	128,771	128,771	0,000	34	0,563	-1,215	5,163	-6,457		335,110	472	7,862	694882165449030927	694877417517403783	2203	
1	C8H14O4	[M - H]-	C8H13O4-		0,496	62,539	60,769	1,771	11	0,201	3,313	5,203	-0,534		173,082	472	7,862	694882180129096668	694877358000221294	464	
1	C36H67ClN6O6	[M - H]-	C36H66ClN6O6-		0,919	48,908	47,526	1,382	31	0,624	1,846	3,832	-2,334		713,472	472	7,863	694882198944747319	694877466813064790	3411	
1	C16H24N4O4	[M - H]-	C16H23N4O4-		1,000	179,522	175,131	4,391	42	0,660	-1,886	4,578	-6,113		335,170	473	7,876	694882192544238440	694877417580318353	2205	
1	C11H15N4O	[M - H]-	C11H14N4O-		0,480	26,932	24,430	2,501	5	0,328	3,992	6,566	5,320		218,118	473	7,882	694882166350806450	694877374207014375	949	
1	C11H10N3O3S	[M - H]-	C11H9N3O3S-		0,911	78,371	78,371	0,000	26	0,471	-4,915	5,617	-5,705		263,036	473	7,883	694882173132996978	694877388228574778	1373	
1	C11H12O4	[M - H]-	C11H11O4-		1,000	40,127	40,127	0,000	6	0,160	-2,001	4,533	-0,060		207,066	474	7,892	694882191994784516	694877370474083220	830	
1	C10H10O4	[M - H]-	C10H9O4-		0,987	61,485	59,412	2,074	12	0,215	-4,103	6,624	-0,893		193,050	474	7,894	694882181597103307	694877365071818848	666	
1	C10H16O4	[M - H]-	C10H15O4-		1,000	63,931	60,802	3,130	8	0,666	-7,387	7,387	-0,515		199,097	474	7,894	694882190631635551	694877367437406649	735	
1	C12H22O4	[M - H]-	C12H21O4-		0,700	34,057	33,486	0,571	7	0,328	5,040	5,040	-2,063		229,144	474	7,898	694882167198055998	694877377637955632	1066	
1	C18H34O6	[M - H]-	C18H33O6-		1,000	98,607	94,339	4,268	28	0,801	1,544	5,134	-0,731		345,228	474	7,900	694882189964741109	694877423246823588	2309	
1	C21H24N4O6	[M - H]-	C21H23N4O6-		1,000	170,997	167,683	3,314	45	0,682	0,941	6,015	-3,647		427,161	474	7,901	694882179193766734	694877442804865643	2805	
1	C13H18N4O4S	[M - H]-	C13H17N4O4S-		1,000	148,607	148,607	0,000	37	0,559	0,259	3,480	-3,721		325,096	474	7,906	694882182129779971	694877413214047209	2069	
1	C10H14O4	[M - H]-	C10H13O4-		1,000	50,594	50,594	0,000	11	0,252	6,981	7,099	-0,368		197,082	475	7,910	694882184050771478	694877366527242551	709	
1	C9H14O2	[M - H]-	C9H13O2-		1,000	19,768	18,145	1,623	2	0,083	-9,626	9,626	0,501		153,092	475	7,912	694882183555843533	694877351750707464	290	
1	C4H12N3OS	[M - H]-	C4H11N3OS-		1,000	20,601	20,601	0,000	4	0,319	4,357	4,357	-15,239		149,061	475	7,914	694882167042866717	694877349896824886	248	
1	C15H22N4O4	[M - H]-	C15H21N4O4-		1,000	95,963	92,747	3,216	35	0,753	-1,524	3,583	-5,539		321,155	475	7,921	694882189348178337	694877411901229852	2028	
1	C25H34O12	[M - H]-	C25H33O12-		0,842	84,493	84,493	0,000	25	0,692	-1,247	3,689	-2,437		525,196	475	7,924	694882185082570485	694877458181185979	3177	
1	C10H22N3O4	[M - H]-	C10H21N3O4-		0,893	43,193	43,193	0,000	13	0,390	-2,439	5,981	2,489		247,154	475	7,925	694882186282141607	694877384160099258	1245	
1	C6H10N2O5S	[M - H]-	C6H9N2O5S-		1,000	89,440	84,577	4,864	19	0,524	3,546	5,104	3,819		221,025	476	7,931	694882184575059598	694877374546753059	961	
1	C21H34N4O8	[M - H]-	C21H33N4O8-		1,000	68,770	68,770	0,000	37	0,819	1,037	4,729	-8,882		469,226	477	7,946	694882196159729225	694877451461910021	2987	
1	C20H36O12	[M - H]-	C20H35O12-		0,969	66,092	60,447	5,644	26	0,696	-1,253	4,166	-2,462		467,212	477	7,947	694882192816868232	694877451357052406	2984	
1	C9H18O3	[M - H]-	C9H17O3-		1,000	28,490	28,490	0,000	4	0,810	3,870	3,870	-3,310		173,118	477	7,948	694882184281458262	694877358151216258	468	
1	C19H30N4O6	[M - H]-	C19H29N4O6-		1,000	162,551	162,551	0,000	43	0,746	-1,791	4,437	-5,861		409,207	477	7,954	694882191684405980	694877439231318299	2740	
1	C5H17ClN8O4	[M - H]-	C5H16ClN8O4-		1,000	52,764	52,764	0,000	22	0,346	1,337	4,773	-10,840		287,096	477	7,956	694882186357639103	694877394931073680	1595	
1	C6H18N6OS	[M - H]-	C6H17N6OS-		0,985	81,523	81,523	0,000	28	0,479	5,775	6,404	-6,575		221,118	478	7,961	694882188266047789	694877374869714522	972	
1	C22H40O14	[M - H]-	C22H39O14-		1,000	61,438	55,963	5,475	20	0,820	2,226	4,916	-3,679		527,233	478	7,965	694882191122369163	694877458403484121	3183	
1	C8H16N3O3	[M - H]-	C8H15N3O3-		0,995	28,746	28,746	0,000	12	0,194	4,704	6,867	0,796		201,112	478	7,968	694882162068420482	694877368607617635	769	
