Feature,symrk_p_adj,ccamk_p_adj,nsp1_p_adj,nsp2_p_adj
Feature1464,0.545830370585873,0.992424542361219,0.630326589598973,0.325842208570672
Feature1466,0.547969784780324,0.0594615932446093,0.0704963840443095,0.0826625600340183
Feature1467,0.554229377748223,0.337686158453943,0.580969967278125,0.08233461749011
Feature1470,0.875355696774459,0.438237465194286,0.864316249817262,0.632347292074105
Feature1487,0.240153909000178,0.0203164141702876,0.0192949155867396,0.0181600890017218
Feature1493,0.845130212171982,0.0864962236068608,0.0288896048266416,0.00414906936479013
Feature1494,0.240153909000178,0.126902387043505,0.0470376007795933,0.00228414636913287
Feature1495,0.747617966846844,0.555377473904677,0.287463293208895,0.284409647542951
Feature1497,0.845130212171982,0.135020737940944,0.149098425910447,0.042154858792892
Feature1499,0.308461287988508,0.0747035161837707,0.0135711608350293,0.00116152842849657
Feature1503,0.602185859732933,0.00339481901414969,0.0397463194516792,0.0261039457879037
Feature1504,0.924616231502577,0.700836342542635,0.0721077061535382,0.678642406292314
Feature1510,0.223354212643234,0.0151520590128205,0.0559538702990818,0.0135107437452519
Feature1511,1,0.0141963111829918,1,1
Feature1512,0.301963354209657,0.0294864578686297,0.0128078785694152,0.00141045977573483
Feature1527,0.896729967988138,0.00651785545648486,0.00450778498282091,0.000878030603258099
Feature1528,0.301963354209657,0.440520577340891,0.406229293517808,0.349585982418029
Feature1530,0.876936506754716,0.21176661922353,0.559360416129459,0.0139202315863931
Feature1531,0.271796323192557,0.199969369770645,0.737809693197319,0.600186181215867
Feature1533,0.791857902753863,0.0498304868047861,0.030642659238039,0.0172708831251691
Feature1534,0.326642696763508,0.00277928896845289,0.00129782411858614,0.00181887658044089
Feature1535,0.873308322894069,0.616215587783368,0.705051104524074,0.577211241213263
Feature1541,0.0771750809395337,0.00251052543071389,0.0135711608350293,0.00187872827092748
Feature1544,0.512602866077357,0.0542040939016741,0.0559538702990818,0.176451777696353
Feature1545,1,0.500811481936196,0.666310847752487,0.479065858363959
Feature1546,0.859898789833471,0.0159775667581256,0.0746064565575609,0.0193999665068746
Feature1548,0.18714499295071,0.00131408734068448,0.00671616415623016,0.00414184326085344
Feature1554,0.99871545279556,0.579585162077542,0.900990626070038,0.842744316290298
Feature1556,0.601648475503806,0.305220519999788,0.221080611326999,0.268358798671002
Feature1557,0.898634971954515,0.0491063717121044,0.691899472865491,0.938786094242062
Feature1571,0.585556233379363,0.0523867748803381,0.0501265632337616,0.0516110695597097
Feature1575,0.148655369895205,0.621095665559835,0.103052000011685,0.815751508141845
Feature1577,0.521496262006414,0.922014991031697,0.959896288080187,0.564020033132606
Feature1580,0.379179604969357,0.697531307724443,0.691899472865491,0.426908576005452
Feature1587,0.856875756198768,0.274734791688205,0.970117047326737,0.484090799578562
Feature1593,0.208419574612211,0.639679941347009,1,0.328005213777029
Feature1594,0.255018302770309,0.301584548870751,0.852001975487707,0.634928267941828
Feature1596,0.906582316471724,0.0619088302226122,0.512082473490507,0.932635299897435
Feature1611,0.637369205357602,0.399098343819944,0.228150137847052,0.677938588480905
Feature1612,0.0784864743771129,0.866932863552927,0.00831211150020643,0.759343214779239
Feature1613,0.0474348723145966,0.949082463893214,0.00643297354507139,0.808112817174591
Feature1614,0.568758550897228,0.0108863239006804,0.0185401003172803,0.0191646609496966
Feature1615,0.752053962726845,0.744761596905654,0.944276264251291,0.0813213528059964
Feature1616,1,0.440286545968176,0.178286069728411,0.169111436460496
Feature1617,0.645920892304122,0.616977218264222,0.684464190932623,0.181919802064554
Feature1618,0.27892567931104,0.00791510703661555,0.000535653638634023,0.000630609406970578
Feature1619,1,0.00800218664228574,0.00758827630279063,0.00671932873046127
Feature1620,0.303635839636373,0.0859625316894285,0.012306876149317,0.00294042788013878
Feature1626,0.0474348723145966,0.00106726766730767,0.000827164859428781,0.000751948815679112
Feature1634,0.875355696774459,0.11277346887894,0.353230542172557,0.40842700554997
Feature1640,1,0.0876565455819248,0.0758973500042313,0.00518831099358911
Feature1641,0.571441952646281,0.377313035409428,0.119618024583426,0.563182151176411
Feature1649,0.263629174354801,0.0454528945457558,0.000827164859428781,0.000394660864555174
Feature1659,0.605425765839624,0.0203376304858884,0.0193207471052154,0.0181600890017218
Feature1662,0.533889707737158,0.958249891415832,0.601396591615055,0.93099498728375
Feature1664,0.61803735954532,0.616215587783368,0.035468584995962,0.185739743872576
Feature1665,0.832313264774636,0.0117223729657467,0.00623083443793386,0.00618836148975317
Feature1670,1,0.180304123658547,0.0116176178784569,0.0852107579455904
Feature1689,1,0.0818042195882007,0.162406543770129,0.267062519762082
Feature1695,0.151507900222822,1,1,1
Feature1696,0.326508010641834,0.339136991755303,0.939161892590739,0.58883636232107
Feature1697,0.906582316471724,0.0664680997038678,0.0839725312543504,0.0343203187371121
Feature1698,0.506370161189892,0.103502122910736,0.864139139212474,0.357461683327888
Feature1699,0.411453082212691,0.230465492425947,0.883126520362297,0.353033935598854
Feature1700,0.42139567192195,0.0106340991752396,0.00198706145146042,0.00507786871960734
Feature1708,0.393228313468883,0.021464753766277,0.0204226541488576,0.140717898907474
Feature1709,0.393228313468883,0.0133157516207012,0.0569918414132274,0.181919802064554
Feature1715,0.326642696763508,0.0319112024433016,0.0304070492746778,0.0293307002741067
Feature1726,0.235299717864771,0.0193084110094219,0.0185401003172803,0.0171400869192735
Feature1738,0.990705970286229,0.104521734909645,0.248437910475204,0.027503596820549
Feature1740,0.752053962726845,0.139304879729185,0.494782455406218,0.160815291455262
Feature1745,0.574226498466786,0.0729542282050992,0.325522282226564,0.531532702625644
Feature1758,0.223354212643234,0.864627913125636,0.410688124329378,0.0726718105335436
Feature1766,0.695989457982738,0.0902821515909299,0.10026379656157,0.014889763716047
Feature1767,1,0.0267351901642217,0.0165167175464585,0.00225170078054988
Feature1775,0.859898789833471,0.677886156364346,0.126991287477629,0.0261039457879037
Feature1779,0.849230794333286,0.434132162500353,0.0900708248872436,0.176080526700852
Feature1780,0.927356413804126,0.160223908292196,0.712526630289824,0.0518606467575005
Feature1786,0.835673063981179,0.0217443625516044,0.0206978468476098,0.0197474192091679
Feature1787,0.187014257252467,0.00639865397143727,0.336359290288049,0.0142599882119249
Feature1788,0.148655369895205,0.0438827567263619,0.509668312713745,0.270113590818614
Feature1789,0.151507900222822,0.214747005415796,0.65737191088532,0.0357132855852167
Feature1793,0.151507900222822,0.000694993790707033,0.000481329350365923,0.000429261687933453
Feature1796,1,0.0739756737968025,0.00584327175065005,0.022574274493146
Feature1800,0.427546188493433,0.21176661922353,0.0472669211909365,0.210653888080844
Feature1807,0.545830370585873,0.108930526494063,0.00886388715169641,0.00187872827092748
Feature1808,0.547969784780324,0.102663400947403,0.822254573762661,0.54818105943143
Feature1817,0.81786968633902,0.015060360079147,0.0601025482468329,0.19222736935018
Feature1820,0.411453082212691,0.648439311686644,0.761211166348007,0.589301781337025
Feature1823,1,0.871165441134259,0.609598649352713,0.777068966154111
Feature1824,1,0.0242711406241765,0.00669247385227377,0.0058460224500612
Feature1825,0.781203895915749,0.00411387903412158,0.0082772603121116,0.00368182427031703
Feature1847,0.350365167463926,0.957752662497852,0.753254990659953,0.847104967715745
Feature1848,1,0.660593467151883,0.0257814007395505,0.0982003224356237
Feature1849,0.81117887694201,0.286019370432798,0.818346464376034,0.0329038029498787
Feature1850,0.809449436707124,0.695218530799524,0.666925671121426,0.678642406292314
Feature1878,0.602058987888994,0.102663400947403,0.0204067877179211,0.310075768731527
