"","ASVid","Hv_WT_HvSC_only_endo_1","Hv_WT_HvSC_only_endo_2","Hv_WT_HvSC_only_endo_3","Hv_WT_HvSC_only_endo_4","Hv_WT_HvSC_only_endo_5","Hv_WT_HvSC_only_rhizo_1","Hv_WT_HvSC_only_rhizo_2","Hv_WT_HvSC_only_rhizo_3","Hv_WT_HvSC_only_rhizo_4","Hv_WT_HvSC_only_rhizo_5","Hv_WT_HvSC_only_rhizo_6","Hv_ccamk_HvSC_only_endo_1","Hv_ccamk_HvSC_only_endo_2","Hv_ccamk_HvSC_only_endo_3","Hv_ccamk_HvSC_only_endo_4","Hv_ccamk_HvSC_only_endo_5","Hv_ccamk_HvSC_only_endo_6","Hv_ccamk_HvSC_only_rhizo_2","Hv_ccamk_HvSC_only_rhizo_3","Hv_ccamk_HvSC_only_rhizo_4","Hv_ccamk_HvSC_only_rhizo_5","Hv_ccamk_HvSC_only_rhizo_6","Hv_nsp1_HvSC_only_endo_1","Hv_nsp1_HvSC_only_endo_2","Hv_nsp1_HvSC_only_endo_3","Hv_nsp1_HvSC_only_endo_4","Hv_nsp1_HvSC_only_endo_5","Hv_nsp1_HvSC_only_endo_6","Hv_nsp1_HvSC_only_rhizo_1","Hv_nsp1_HvSC_only_rhizo_2","Hv_nsp1_HvSC_only_rhizo_3","Hv_nsp1_HvSC_only_rhizo_4","Hv_nsp1_HvSC_only_rhizo_5","Hv_nsp1_HvSC_only_rhizo_6","Hv_nsp2_HvSC_only_endo_1","Hv_nsp2_HvSC_only_endo_2","Hv_nsp2_HvSC_only_endo_3","Hv_nsp2_HvSC_only_endo_4","Hv_nsp2_HvSC_only_endo_5","Hv_nsp2_HvSC_only_endo_6","Hv_nsp2_HvSC_only_rhizo_1","Hv_nsp2_HvSC_only_rhizo_2","Hv_nsp2_HvSC_only_rhizo_3","Hv_nsp2_HvSC_only_rhizo_4","Hv_nsp2_HvSC_only_rhizo_5","Hv_nsp2_HvSC_only_rhizo_6","Hv_symrk_HvSC_only_endo_1","Hv_symrk_HvSC_only_endo_2","Hv_symrk_HvSC_only_endo_3","Hv_symrk_HvSC_only_endo_4","Hv_symrk_HvSC_only_endo_5","Hv_symrk_HvSC_only_endo_6","Hv_symrk_HvSC_only_rhizo_1","Hv_symrk_HvSC_only_rhizo_2","Hv_symrk_HvSC_only_rhizo_3","Hv_symrk_HvSC_only_rhizo_4","Hv_symrk_HvSC_only_rhizo_5","Hv_symrk_HvSC_only_rhizo_6"
"3569d7a33b9bc012727acd21b43574df","3569d7a33b9bc012727acd21b43574df",4,0,0,9,0,0,0,0,0,0,0,4,5,6,12,10,0,0,0,0,0,0,8,17,6,8,15,21,0,0,0,0,0,0,23,16,7,12,2,17,0,0,0,0,0,0,3,11,0,9,5,6,0,0,0,0,0,0
"3f0489d919cba43fdd70d99374dcc73d","3f0489d919cba43fdd70d99374dcc73d",0,0,8,8,0,1,0,0,4,4,0,1,19,3,0,0,7,0,7,0,5,10,0,10,0,4,2,3,3,0,6,0,0,0,16,22,14,14,12,15,0,4,0,0,0,2,12,7,6,0,13,15,5,0,0,0,6,0
"8f5ecd5d62cd27ceb8d6536de78e8e66","8f5ecd5d62cd27ceb8d6536de78e8e66",3,0,0,3,0,21,0,0,0,3,0,0,0,0,0,0,0,11,19,5,12,15,0,3,0,2,0,0,10,22,16,14,21,16,0,0,3,3,0,0,14,4,23,4,10,13,0,0,5,0,2,0,8,17,17,20,17,6
"c07903f55bd3c1fe871dc8933bc3f6f0","c07903f55bd3c1fe871dc8933bc3f6f0",1,0,0,0,4,0,0,0,0,0,0,7,7,0,1,1,13,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,8,3,10,8,15,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,0,0
"b52606fa6682fbf31366352457ad3a8c","b52606fa6682fbf31366352457ad3a8c",10,0,0,0,0,19,0,0,7,4,0,0,0,0,0,0,0,8,14,9,0,8,1,1,0,1,0,0,0,20,0,11,9,14,0,0,2,0,0,0,0,20,12,10,12,14,2,0,0,0,0,3,12,8,10,0,12,14
"e2571cbf0c3acc9a8f7d09cd98022045","e2571cbf0c3acc9a8f7d09cd98022045",3,2,2,4,7,3,0,0,4,9,4,0,5,1,0,0,0,15,7,1,9,14,0,2,0,4,0,3,5,15,6,16,0,1,0,9,5,10,4,2,0,3,3,2,0,2,5,0,6,1,4,1,3,7,0,0,5,10
"b00aa94a2e413aac4727b159f18cbb6e","b00aa94a2e413aac4727b159f18cbb6e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f6125c2e56955843ba999ef3ae2ce481","f6125c2e56955843ba999ef3ae2ce481",2,0,0,2,0,8,0,0,14,0,3,1,3,1,7,4,5,22,5,7,0,0,2,7,1,3,10,7,6,3,10,6,6,16,9,0,2,0,4,0,9,8,19,15,23,9,2,3,1,0,0,5,1,3,3,15,16,4
"08d72e3354ff0f1fdbc29063c3af11ab","08d72e3354ff0f1fdbc29063c3af11ab",0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,5,3,9,5,3,0,0,0,0,1,3,0,1,9,3,3,21,2,0,0,0,0,0,4,3,8,3,5,10,0,0,0,0,0,0,1,0,5,7,0,6
"9f8c12cba552be781bb4929a34b08836","9f8c12cba552be781bb4929a34b08836",0,0,0,0,0,0,0,0,6,0,0,22,0,0,0,5,7,20,7,0,0,12,0,14,0,12,0,6,0,7,18,0,23,6,0,89,0,0,2,4,21,7,0,10,4,0,4,5,0,3,0,0,0,10,0,0,0,0
"47928be897de0edd9848751f2284d633","47928be897de0edd9848751f2284d633",0,0,0,1,0,16,0,0,0,0,5,0,0,0,0,0,0,9,1,10,0,9,0,0,0,0,1,0,0,0,0,12,0,0,7,0,0,0,0,0,6,0,27,21,11,7,0,0,0,0,0,7,0,0,4,0,0,0
"50fd1de44715907442eb069e21ddef36","50fd1de44715907442eb069e21ddef36",1,2,1,0,0,6,17,0,0,0,0,0,0,0,0,0,0,14,20,4,4,2,3,0,0,1,0,0,5,6,4,7,8,3,1,0,2,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,4,0,3,0,0,0
"ca971f8378f281df6acf45105dc4dfaa","ca971f8378f281df6acf45105dc4dfaa",0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,11,6,0,0,0,0,0,0,0,3,0,0,12,18,0,0,0,0,0,0,5,5,0,6,0,0,0,0,1,0,0,0,0,0,19,14,13,0
"d94f79cb17a0a361280362c2f4f5d884","d94f79cb17a0a361280362c2f4f5d884",2,15,1,0,4,0,0,0,0,0,0,2,2,1,11,0,4,2,2,0,0,0,9,0,8,0,0,6,0,0,2,0,0,0,0,0,3,4,2,1,0,0,0,1,0,0,4,4,0,6,0,0,0,0,0,0,0,0
"d6ebd34cb9faed142efd6fe9b3b2584b","d6ebd34cb9faed142efd6fe9b3b2584b",4,0,0,0,0,10,0,0,0,2,0,0,0,0,1,0,0,7,15,27,20,13,2,0,0,5,0,0,15,16,12,23,0,7,0,0,0,0,0,0,6,4,13,0,9,0,2,0,0,0,0,3,11,0,8,12,10,0
"c49677a1af7c04bd4540707374ebf881","c49677a1af7c04bd4540707374ebf881",0,0,0,0,2,6,6,7,6,7,1,0,0,0,0,3,0,18,6,0,16,11,0,0,0,2,3,6,8,4,23,9,12,19,3,0,0,0,0,0,5,5,9,10,12,5,0,0,0,0,0,4,8,4,4,2,8,7
"2abe8c252293ddf5b7290f934bce68af","2abe8c252293ddf5b7290f934bce68af",0,0,0,0,0,0,3,0,1,0,0,2,5,0,7,5,0,8,0,0,6,0,0,0,0,0,3,12,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,14
"455648b662b4b5266f12f747b6095ba6","455648b662b4b5266f12f747b6095ba6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,4,9,6,9,3,6,0,0,0,0,0,0,5,0,5,2,3,5,0,0,0,0,0,0
"e95c86932250aabf4c64a36247574da5","e95c86932250aabf4c64a36247574da5",3,0,0,0,4,8,7,0,3,0,0,0,0,0,0,0,0,10,0,6,0,0,3,0,1,0,6,0,0,0,4,0,6,0,10,5,0,0,0,0,8,0,18,6,5,10,0,0,0,0,0,0,1,0,0,9,0,13
"76415909082cadfec78c935ea2565a30","76415909082cadfec78c935ea2565a30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,15,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fb7b733ccc36833c7acdbac6625009c3","fb7b733ccc36833c7acdbac6625009c3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39370149d3619071189c65e560eb79bb","39370149d3619071189c65e560eb79bb",0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,6,3,6,12,3,0,0,1,0,2,5,0,1,0,1,0,3,4,0,2,19,0,3,5,0,4,27,19,0,0,0,0,0,7,2,0,0,3,7,8,0
"bc3c80e2c86f715a0d655f0cf21406f1","bc3c80e2c86f715a0d655f0cf21406f1",0,0,0,9,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0
"89008d276748d32531caeadb4b18ed31","89008d276748d32531caeadb4b18ed31",0,0,0,0,0,0,7,0,0,0,8,0,1,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,8,9,4,11,0,0,0,0,0,0,0,13,1,9,6,0,0,0,0,0,3,3,7,5,5,3,14,2
"6fd62b1666eba27dc6dd6c5a3bd6292d","6fd62b1666eba27dc6dd6c5a3bd6292d",0,0,0,0,0,0,8,0,2,3,0,3,5,4,0,0,0,7,5,8,0,7,0,3,0,6,2,1,12,2,0,1,5,15,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,1,5,0,0,3,3,2,11,0
"357a194c34fd10e492ede52babb0f6e9","357a194c34fd10e492ede52babb0f6e9",0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,1,4,0,11,0,0,0,0,0,0,6,33,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"4caebdf2cd3855b9b35c2bc4bbb310e5","4caebdf2cd3855b9b35c2bc4bbb310e5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,10,5,5,0,0,0,0,0,0,0,0,8,5,0,0,6
"2740b4ea76e4dd52c5ff2c8c492f4ee4","2740b4ea76e4dd52c5ff2c8c492f4ee4",2,4,3,2,0,5,2,4,1,3,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,3,4,0,0,3,6,0,0,0,0,1,0,0,0,1,0,0,1,3,0,6,0
"42d6c96f4545171b858f46fcc6981fb1","42d6c96f4545171b858f46fcc6981fb1",1,0,0,0,0,23,11,0,0,0,0,0,0,0,0,0,0,32,31,16,15,13,0,0,0,0,0,0,3,5,8,12,12,0,0,0,2,0,0,0,6,8,15,11,0,11,2,0,0,0,0,0,13,1,14,12,0,13
"3bd4368e5d71e66ceb847e277572d81d","3bd4368e5d71e66ceb847e277572d81d",0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,12,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"dfa941e93b877857d36aa7f78699d822","dfa941e93b877857d36aa7f78699d822",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,2,0,1,0,0,8,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b68283a3da769800e1a3dc39d6baf8c0","b68283a3da769800e1a3dc39d6baf8c0",2,0,6,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,1,0,1,0,2,6,0,0,0,0,0,0
"60452e740531a010343a0ca66887bff6","60452e740531a010343a0ca66887bff6",0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,2,0,8,11,0,0,0,0,0,0
"5fce5579875ca283cd811d6388128e20","5fce5579875ca283cd811d6388128e20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,8,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0
"8a766db9d34f66cd8e4e6d7830e99f2b","8a766db9d34f66cd8e4e6d7830e99f2b",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,11,0,0,1,0,0,0,1,3,0,0,0,0,10,4,6,0,0,9,0,0,0,0,0,8,20,10,0,0,0,4,0,0,0,0,6,0,0,0,0,0
"51dd112369b0fe7ee8a74bd71a1a1759","51dd112369b0fe7ee8a74bd71a1a1759",2,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0
"2db02f73b269562f15726d2d798f9754","2db02f73b269562f15726d2d798f9754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ccd8b8573653e6509f051124079c965","4ccd8b8573653e6509f051124079c965",1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,1,6,1,0,0,0,0,0,0,1,0,0,6,3,0,7,0,0,0,0,2,4,0,0,2,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,1,0
"3e6149b869095c00274cf8373b08fbaa","3e6149b869095c00274cf8373b08fbaa",1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,1,0,0,4,0
"5858b8d34c6714fe813739bdb607ea21","5858b8d34c6714fe813739bdb607ea21",0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,7,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0059054e0e74738af4eb7474ddb26cbb","0059054e0e74738af4eb7474ddb26cbb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0
"948123c4c81a0519ef87ac4e3cf237c4","948123c4c81a0519ef87ac4e3cf237c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0
"044ee7c8c6c258949c9892681029ee2d","044ee7c8c6c258949c9892681029ee2d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,1,0,3,2,0,8,0,0,0,0,0,0
"0fd8163a4ab1eafb1e8bcecb6c74199b","0fd8163a4ab1eafb1e8bcecb6c74199b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"3282271b4a74dd23d7173e12613f599c","3282271b4a74dd23d7173e12613f599c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,5,0,0,0,0,2,9,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"730304ed60ecf03f26ff35db066d078e","730304ed60ecf03f26ff35db066d078e",0,0,0,17,0,0,0,8,12,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7ac9b73ae644a50a10fc74015a76f1d","c7ac9b73ae644a50a10fc74015a76f1d",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,22,0,7,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0,2,0,0,10,0
"ec71c1f23c81600cea671fc81b698d37","ec71c1f23c81600cea671fc81b698d37",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,7,0
"3cd8e851b4a2701c1b0768a28ef5c8ce","3cd8e851b4a2701c1b0768a28ef5c8ce",0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,7,0,3,0,3,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,5,0,0,0,0,0,3,4,4,0,0,0
"a716fb827a99f5791e711c7e799ca8d0","a716fb827a99f5791e711c7e799ca8d0",0,0,0,0,0,3,10,0,0,9,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,12,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0
"f01426f8dd4ad1fcc0b642983dc30d61","f01426f8dd4ad1fcc0b642983dc30d61",0,0,0,0,0,0,0,26,22,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"067b48b05cbf50645a4afff52c05856c","067b48b05cbf50645a4afff52c05856c",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,15,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"03a7499eb90a33d6a283e4cdabfe4880","03a7499eb90a33d6a283e4cdabfe4880",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0
"523c89e57d30f28eb0430c1c1ac46f74","523c89e57d30f28eb0430c1c1ac46f74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e48ff78686b33527a3b3993ec95d8883","e48ff78686b33527a3b3993ec95d8883",1,6,10,9,0,24,10,17,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ce192e5266d9fe5672ee89e68cc172c8","ce192e5266d9fe5672ee89e68cc172c8",0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,1,0,0,0,0,16,0,0,0,4,0,0,2,0,0,0,0,0,5,1,3,3,0,0,0,0,2,0,5,0,1,0,0,3
"295de5e63e4fe4be5d0e3ae031b6165e","295de5e63e4fe4be5d0e3ae031b6165e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"574d3aa57bfe9cffe82711db29f45749","574d3aa57bfe9cffe82711db29f45749",0,0,0,0,0,0,0,13,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,5,13,10,0,0,0,0,0,0,0,0,0,7,0,6,0
"1d30050adeb45917a8815ee01e150ffe","1d30050adeb45917a8815ee01e150ffe",0,0,0,0,0,3,1,3,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,6
"7b9422d8cfce13630bd6ad649c6ea591","7b9422d8cfce13630bd6ad649c6ea591",0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,11,4,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,2,5,3,0,0,0,0,0,0,2,2,5,0,0,0,0,2,0,0,0,2,0,0
"fa0451cadf4c62f445f6bf18dfad0c38","fa0451cadf4c62f445f6bf18dfad0c38",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
"c7ab039387dd338d2fdbe897ae2e357c","c7ab039387dd338d2fdbe897ae2e357c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955085b1ca35dfc6a7103c13c9be66bd","955085b1ca35dfc6a7103c13c9be66bd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0
"2c9948f1d3d3990a23bc1f096e1eea76","2c9948f1d3d3990a23bc1f096e1eea76",0,0,0,0,12,0,0,9,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fdb52f4236ccfa9da937d3ad1d5c2f10","fdb52f4236ccfa9da937d3ad1d5c2f10",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48b23c725acb7de273514bba77bb10b4","48b23c725acb7de273514bba77bb10b4",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9f0488fd8d02b5689ab547c2580b059e","9f0488fd8d02b5689ab547c2580b059e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
"1b2a62966fe54f07c0cc760039a1a394","1b2a62966fe54f07c0cc760039a1a394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b4339a81b599cb031b96dd0b57f9bb2d","b4339a81b599cb031b96dd0b57f9bb2d",0,0,7,5,6,0,0,3,4,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"9d39dc6f56c26fa5e28f421f0e8ecf4e","9d39dc6f56c26fa5e28f421f0e8ecf4e",0,0,0,0,12,0,0,16,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a538c977fbb8922a3a8fb856c8d7ef5f","a538c977fbb8922a3a8fb856c8d7ef5f",0,0,3,0,0,0,9,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150270518f5a515c5afa9d5b8f9065fe","150270518f5a515c5afa9d5b8f9065fe",0,0,0,3,0,0,0,0,0,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8d6f31a92aff3922a54668fd64a07171","8d6f31a92aff3922a54668fd64a07171",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"174427aa228a1246228f4fbecc9b9eb7","174427aa228a1246228f4fbecc9b9eb7",0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"9ba39a3331c08adf5ed4a0acaa884bb7","9ba39a3331c08adf5ed4a0acaa884bb7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f4ca40dc3637bcdc14d7bf304b2383f","1f4ca40dc3637bcdc14d7bf304b2383f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a27f7e73aac35243839f2debe6579420","a27f7e73aac35243839f2debe6579420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,7,0
"715322bc6d99b8decde4ba9bcc0425ca","715322bc6d99b8decde4ba9bcc0425ca",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a3a282a1c80dd72c9c6556738993782e","a3a282a1c80dd72c9c6556738993782e",1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
